park_nm,park_div_nm,refine_road_nm_addr,refine_lotno_addr,refine_wgs84_lat,refine_wgs84_logt,park_ar,park_sports_faclt_dtls,park_amsmt_faclt_dtls,park_cnvnnc_faclt_dtls,park_cltr_faclt_dtls,park_etc_faclt_dtls,apnt_ancmnt_ymd,mnginst_nm,mnginst_telno,dat_crtr_ymd
하길 근린공원,근린공원,,경기도 화성시 만세구 향남읍 하길리 1409-1,37.0891922363,126.9113983726,30249.0,,,,,,,,031-5189-6655,20260201
구문천 근린공원,근린공원,경기도 화성시 만세구 향남읍 발안공단로5길 14,경기도 화성시 만세구 향남읍 구문천리 929-18,37.0860094951,126.9055663376,27943.0,,,,,,,,031-5189-6655,20260201
향남1지구 2호근린(평원공원),근린공원,경기도 화성시 만세구 향남읍 행정중앙1로 19,경기도 화성시 만세구 향남읍 행정리 444,37.127920961,126.917419535,17954.0,,,,,,,,031-5189-6655,20260201
치동천체육공원,체육공원,경기도 화성시 동탄구 동탄순환대로29길 38,경기도 화성시 동탄구 영천동 670-2,37.2058977906,127.1069567159,90800.0,인공암장+풋살구장+축구장+농구장+게이트볼장,,주차장+화장실,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
장지체육공원,체육공원,경기도 화성시 동탄구 동탄대로4가길 20,경기도 화성시 동탄구 장지동 974,37.1597146869,127.111239186,36025.0,풋살구장+축구장,,주차장+화장실,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
체육4호,체육공원,경기도 화성시 동탄구 동탄신리천로 221,경기도 화성시 동탄구 오산동 1041-1,37.1859734674,127.1032857468,22967.0,배드민턴,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
감배산2호 어린이공원,어린이공원,,경기도 화성시 동탄구 동탄면 오산리 966,,,1870.0,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
도란어린이공원,어린이공원,,경기도 화성시 동탄구 장지동 939-5,37.1597380084,127.0979651216,1546.0,,놀이터,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
꽃다지어린이공원,어린이공원,,경기도 화성시 동탄구 장지동 962-9,37.15848856,127.1061530268,1544.0,,놀이터,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
구미공원,어린이공원,,경기도 성남시 분당구 구미동 206,37.3373910558,127.1173030624,8656.6,야외운동기구,어린이놀이터,벤치+파고라+음수전,,,19920110,경기도 성남시 분당구 녹지공원과,031-729-7463,20251111
1호근린 늘봄맞이 공원,근린공원,,경기도 화성시 만세구 남양읍 남양리 2214,37.2026399758,126.8347946003,47906.0,,,,,,,,031-5189-6655,20260201
2호근린 풀 향기 숲공원,근린공원,,경기도 화성시 만세구 남양읍 남양리 2194,37.2103504485,126.8358809822,89448.9,,,,,,,,031-5189-6655,20260201
4호근린 너른 고향 들,근린공원,경기도 화성시 만세구 남양읍 역골중앙로 143,경기도 화성시 만세구 남양읍 남양리 2255,37.2103686038,126.8250040616,95046.9,,,,,,,,031-5189-6655,20260201
5호근린 돋음볕 공원,근린공원,,경기도 화성시 만세구 남양읍 남양리 2254,37.2074070321,126.8162740812,11561.8,,,,,,,,031-5189-6655,20260201
7호근린 마을어귀 길,근린공원,,경기도 화성시 만세구 남양읍 남양리 2300-1,37.2024789878,126.8235155722,16425.5,,,,,,,,031-5189-6655,20260201
2호 근린공원(수노을중앙공원),근린공원,경기도 화성시 만세구 꽃내음1길 30 (새솔동),경기도 화성시 만세구 새솔동 83,37.2820776618,126.8162082954,84295.4,,,,,,,,031-5189-6655,20260201
2호 체육공원(봉선체육공원),체육공원,경기도 화성시 만세구 수노을중앙로 242,경기도 화성시 만세구 새솔동 126,37.2753419707,126.8220669236,36253.9,,,,,,,,031-5189-6655,20260201
공공공지 2호,기타,,경기도 화성시 만세구 새솔동 101-1,37.2792166798,126.8195987544,334.4,,,,,,,,031-5189-6655,20260201
공공공지 3호,기타,,경기도 화성시 만세구 새솔동 51-16,37.2859644884,126.816516191,120.3,,,,,,,,031-5189-6655,20260201
인곡2 저류지 (저류지 7호),기타,,경기도 화성시 동탄구 능동 1123,,,708.3,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
왕배산체육공원,체육공원,,경기도 화성시 동탄구 산척동 674-30,,,51327.0,축구장+배드민턴,,화장실,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
옥정제3어린이공원(모정느티나무),어린이공원,,경기도 양주시 옥정동 1027-1,37.8313800084,127.0982637466,2873.0,,조합놀이대+그네+시소+흔들놀이,벤치+파고라,,,20071231,경기도 양주시청 공원사업과,031-8082-7318,20250912
광장3호,기타,,경기도 화성시 만세구 남양읍 남양리 2323-1,37.1976735248,126.8283401668,3751.0,,,,,,,,031-5189-6655,20260201
남양2-2호 근린공원,근린공원,,경기도 화성시 만세구 남양읍 남양리 2145,37.2017479797,126.832060624,15339.0,,,,,,,,031-5189-6655,20260201
남양1호 어린이공원,어린이공원,경기도 화성시 만세구 남양읍 역골로49번길 58-10,경기도 화성시 만세구 남양읍 남양리 2015-1,37.2035996676,126.8250981551,1500.0,,,,,,,,031-5189-6655,20260201
남양 우림아파트 소공원,소공원,,경기도 화성시 만세구 남양읍 남양리 1865-19,37.20393865,126.804265551,1600.0,,,,,,,,031-5189-6655,20260201
작은배틀 어린이공원(3호),어린이공원,,경기도 화성시 만세구 향남읍 행정리 464,37.1252003363,126.9171098044,3346.0,,,,,,,,031-5189-6655,20260201
매화 쌈지공원,기타,,경기도 화성시 만세구 서신면 매화리 292-2,37.1674977857,126.7076457957,942.0,,,,,,,,031-5189-6655,20260201
전곡리 공공공지,기타,,경기도 화성시 만세구 서신면 전곡리 1091-5,37.1908091571,126.6596069858,415.7,,,,,,,,031-5189-6655,20260201
마도근린공원,근린공원,경기도 화성시 만세구 마도면 마도공단로4길 26,경기도 화성시 만세구 마도면 쌍송리 673,37.1819046833,126.7899058345,21550.0,,,,,,,,031-5189-6655,20260201
화성 바이오밸리 3호 수변공원,수변공원,,경기도 화성시 만세구 마도면 청원리 1508,37.1753353671,126.7704751899,186632.0,,,,,,,,031-5189-6655,20260201
반지산(돌산) 근린공원,근린공원,경기도 평택시 이충로35번길 32-9,경기도 평택시 이충동 662,37.0595234815,127.0649944123,25136.2,다리뻗치기+등허리지압기+배드민턴장+배드민턴지주대+온몸근육풀기+온몸허리돌리기+지압보도,고무매트포장+조합놀이대,화장실,,PE 빗물받이+U형측구+맨홀+맨홀뚜껑+배수관+배수로+산석경계벽+상수관+오수관+옹벽+자연석쌓기+집수정+플륨관,20020529,경기도 평택시청,031-8024-4248,20260313
여울공원,문화공원,,경기도 화성시 동탄구 오산동 1060,37.1993242194,127.0877105956,271005.0,테니스장+풋살구장+축구장+족구장+농구장+배드민턴,놀이터,주차장+화장실,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
향남2지구 5호근린(한우리공원),근린공원,경기도 화성시 만세구 향남읍 상신하길로 64,경기도 화성시 만세구 향남읍 상신리 1308,37.1001809557,126.8968803952,34893.0,,,,,,,,031-5189-6655,20260201
향남2지구 1호 어린이(견우직녀달),어린이공원,,경기도 화성시 만세구 향남읍 하길리 1441-3,37.1199747681,126.9114103965,1502.0,,,,,,,,031-5189-6655,20260201
향남2지구 4호 어린이(푸른달),어린이공원,,경기도 화성시 만세구 향남읍 하길리 1505-1,37.1107591201,126.9192276827,2020.0,,,,,,,,031-5189-6655,20260201
죽전체육공원(61호),체육공원,경기도 용인시 수지구 대지로15번길 44,경기도 용인시 수지구 죽전동 555-4,37.3304558988,127.1133863053,12654.0,,,,,,20030122,,,20250801
소공원(우림앞),소공원,,경기도 용인시 기흥구 구갈동 403-2 일원,37.2765837488,127.1108400831,658.0,,,,,,20090817,,,20250801
평촌스마트스퀘어 체육공원(7호),체육공원,경기도 안양시 동안구 부림로170번길 20,경기도 안양시 동안구 관양동 1741번지,37.3987223792,126.9643861665,10052.0,,,,,,20120904,경기도 안양시 공원관리과,031-8045-5288,20251126
내비산소공원(60호),소공원,,경기도 안양시 동안구 비산동122-3번지,37.4091072486,126.9474631386,304.4,,,,,,20150428,경기도 안양시 공원관리과,031-8045-5022,20251126
평촌소공원(65호),소공원,,경기도 안양시 동안구 평촌동 41-23,37.3925610828,126.9782634727,1240.0,,,,,,20170504,경기도 안양시 공원관리과,031-8045-5021,20251126
수리산 성지공원(2호),역사공원,경기도 안양시 만안구 병목안로 394,경기도 안양시 만안구 안양동 1151-6번지,37.3714679661,126.9047104507,16656.0,,,,,,20190109,경기도 안양시 공원관리과,031-8045-5017,20251126
(마북지구) 제4호 소공원,소공원,,경기도 용인시 기흥구 마북동 643,37.303135382,127.1238250149,970.0,,,,,,20071129,,,20250801
상하소공원,소공원,,경기도 용인시 기흥구 상하동 677 일원,37.2681771472,127.1377621021,1540.0,,,,,,20070507,,,20250801
소공원(신미주앞),소공원,,경기도 용인시 기흥구 신갈동 1-5,37.2791376952,127.106635967,916.0,,,,,,20090817,,,20250801
성서 소공원,소공원,,경기도 용인시 수지구 성복동 481-4 일원,37.3155668688,127.0638398191,1811.0,,,,,,20060605,,,20250801
죽전소공원,소공원,,경기도 용인시 수지구 죽전동 1268,37.3242277728,127.1169731904,4628.0,,,,,,20010209,,,20250801
홍천말근린공원,근린공원,경기도 용인시 수지구 신봉1로71번길 23,경기도 용인시 수지구 신봉동 913,37.3213210077,127.0779706911,9407.0,,,,,,20040816,,,20250801
도마치(신봉)공원,근린공원,경기도 용인시 수지구 도마치로 146,경기도 용인시 수지구 신봉동 980 일원,37.3276545826,127.0622117666,16909.0,,,,,,20060710,,,20250801
서봉숲속공원,근린공원,경기도 용인시 수지구 광교호수로418번길 11-1,경기도 용인시 수지구 상현동 1151,37.3001561427,127.0829859768,80257.7,,,,,,20070628,,,20250801
별다올 근린공원(제54호),근린공원,경기도 용인시 수지구 성복1로 42,경기도 용인시 수지구 성복동 192-24 일원,37.3139909782,127.0749645951,13533.0,,,,,,20030122,,,20250801
소공언(금호어울림아파트 옆),소공원,,경기도 용인시 처인구 김량장동 527,37.2367990381,127.1978251953,306.0,,,,,,20060116,,,20250801
향남1지구 4호근린(나래공원),근린공원,경기도 화성시 만세구 향남읍 행정죽전로2길 42-13,경기도 화성시 만세구 향남읍 행정리 525,37.1242593546,126.928141907,43238.0,,,,,,,,031-5189-6655,20260201
배틀 어린이공원,어린이공원,,경기도 화성시 만세구 향남읍 발안리 263,37.1330419481,126.9000499763,2483.0,,,,,,,,031-5189-6655,20260201
무궁화 어린이공원,어린이공원,,경기도 화성시 만세구 향남읍 발안리 296,37.1305862307,126.9015964483,4050.0,,,,,,,,031-5189-6655,20260201
도와지뜰 어린이공원,어린이공원,,경기도 화성시 만세구 향남읍 발안리 307,37.1293593898,126.9042614496,2850.0,,,,,,,,031-5189-6655,20260201
미소 어린이공원,어린이공원,,경기도 화성시 만세구 향남읍 장짐리 235,37.1400559961,126.9120506201,1585.0,,,,,,,,031-5189-6655,20260201
한가울 쌈지공원,기타,,경기도 화성시 만세구 남양읍 남양리 727-1,37.204812796,126.8073967529,219.0,,,,,,,,031-5189-6655,20260201
송산 쌈지공원,기타,경기도 화성시 만세구 송산면 송산로 621,경기도 화성시 만세구 송산면 독지리 173-2,37.2528856435,126.6923102734,1280.0,,,,,,,,031-5189-6655,20260201
전곡공원 1호,근린공원,,경기도 화성시 만세구 서신면 장외리 642,37.1877493924,126.6666129665,41952.0,,,,,,,,031-5189-6655,20260201
전곡2호 근린공원,근린공원,,경기도 화성시 만세구 서신면 전곡리 800,37.1880682641,126.6548594092,3300.0,,,,,,,,031-5189-6655,20260201
원곡3소공원,소공원,,경기도 안산시 단원구 원곡동 854번지,,,5507.0,,,,,,20131224,경기도 안산시 단원구청,031-481-6410,20260406
초지1소공원,소공원,,경기도 안산시 단원구 초지동 595-3번지,,,4864.0,,,,,,20131224,경기도 안산시 단원구청,031-481-6410,20260406
초지상소공원,소공원,,경기도 안산시 단원구 초지동 606-5번지,,,3968.0,,,,,,20131224,경기도 안산시 단원구청,031-481-6410,20260406
송당소공원(송화지구),소공원,,경기도 평택시 팽성읍 송화리 125-1,36.9550830949,127.0516003349,704.0,,,,,,20220826,경기도 평택시청,031-8024-4248,20260313
솔꽃 소공원(송화지구),소공원,,경기도 평택시 팽성읍 송화리 125-1,36.9550830949,127.0516003349,704.0,,,,,,20220826,경기도 평택시청,031-8024-4248,20260313
1호 높은들 소공원(고평지구),소공원,,경기도 평택시 통복동 710,36.9953777038,127.0724918126,1302.1,,,,,,20160519,경기도 평택시청,031-8024-4248,20260313
늘언소공원,소공원,,경기도 평택시 고렴리 1158,37.0610242098,126.9112589889,3128.0,마라톤운동기+온몸근육풀기+하늘걷기,,,,맹암거(간선)+맹암거(지선)+빗물받이+옹벽+우수관+원형수로관+집수정+트랜치,20191002,경기도 평택시청,031-8024-4248,20260313
진위산업단지 근린공원,근린공원,경기도 평택시 진위면 진위산단로 53-21,경기도 평택시 진위면 청호리 342-4,37.1228284302,127.0820020156,12100.1,농구대+농구장+온몸역기올리기+온몸허리돌리기+윗몸일으키기+족구네트걸이+풋살골대,,음수전+화장실,,공사 기념비+수목보호대+집수정+트랜치,20060918,경기도 평택시청,031-8024-4248,20260313
충의 근린공원,근린공원,경기도 평택시 이충로 22,경기도 평택시 이충동 692,37.0593908937,127.0706639814,14181.6,네트걸이대+다리뻗치기+등허리지압기+마라톤운동기+배드민턴장+옆파도타기+윗몸일으키기+지압길 포장+하늘걷기,고무매트포장+조합놀이대,화장실,,U형측구+수목보호덮개+옹벽+집수정+충의각 기념비+충의각 위령비+토사방지용 원주목경계+트랜치,20020529,경기도 평택시청,031-8024-4248,20260313
칠괴 근린공원,근린공원,경기도 평택시 산단로197번길 11,경기도 평택시 칠괴동 579-1,37.0324188359,127.0880973791,9895.7,2단 매달리기+다리올리기+링 매달리기+철봉+축구대+축구장,,자전거거치대+화장실,,집수정,19961217,경기도 평택시청,031-8024-4248,20260313
가곡5리 마을쉼터,기타,,경기도 평택시 진위면 가곡리 419-4,37.1156536651,127.0723816382,536.0,어깨근육풀기+온몸역기내리기+온몸허리돌리기,고무매트포장+조합놀이대,,,배수로+수목보호대+집수정,,경기도 평택시청,031-8024-4248,20260313
능동지구 소공원,소공원,,경기도 화성시 동탄구 능동 1283-2,,,503.9,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
돌모루공원(3호),근린공원,,경기도 화성시 동탄구 영천동 816-2,37.2071953279,127.0871347481,17407.0,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,20260201
수변공원,수변공원,,경기도 안성시 공도읍 마정리 산29,37.0188211064,127.211327194,55403.0,,,,,,20120928,경기도 안성시청,031-678-6893,20250226
