faclt_nm,faclt_div_nm,refine_wgs84_lat,refine_wgs84_logt,refine_road_nm_addr,refine_lotno_addr,faclt_telno,room_cnt,plot_ar,build_tfar,aceptnc_posbl_psncnt,parkng_comprt_cnt,convnce_faclt_info,safe_faclt_info,subfaclt_info,opr_hr_info,chrg_info,mnginst_telno,mnginst_nm,dat_crtr_ymd
도전캠핑장,자동차야영장,37.3379866066,127.7513525564,경기도 여주시 강천면 원양1로 732-5,경기도 여주시 강천면 도전리 713-8번지,,9,1642.0,90.69,40,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,,,"50,000원~60,000원",031-887-3573,경기도 여주시청,20250630
캠프여주,야영장,37.35709055,127.7103603,경기도 여주시 북내면 중암2길 19-22,경기도 여주시 북내면 중암리 377번지,0507-1376-9499,11,1890.0,29.49,50,11,화장실+전기시설+상수도시설,소화기+잔불처리시설+메가폰+CCTV,,,"50,000원~70,000원",031-887-3573,경기도 여주시청,20250630
두리캠핑장,야영장,37.35433832,127.5070416,경기도 여주시 흥천면 이여로 778-10,경기도 여주시 흥천면 상대리 9-25번지,,21,3750.0,92.5,100,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+메가폰+CCTV,간이물놀이장+매점,,"90,000원~100,000원",031-887-3573,경기도 여주시청,20250630
오름새,자동차야영장,37.3807184,127.455261,경기도 여주시 산북면 송현길 111-31,경기도 여주시 산북면 송현리 465번지,031-885-2820,22,5020.0,278.0,20,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,,,"45,000원",031-887-3573,경기도 여주시청,20250630
여주 카라반 체험장,자동차야영장,37.23807757,127.684189,경기도 여주시 점동면 선사길 321,경기도 여주시 점동면 흔암리 14-21번지,02-2002-9843,11,4917.0,95.0,20,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,,,"80,000원~400,000원",031-887-3573,경기도 여주시청,20250630
여주산촌관광농원,자동차야영장,37.40378274,127.4913247,경기도 여주시 금사면 금품1로 552,경기도 여주시 금사면 상호리 29-2번지,031-886-9763,20,3618.0,265.0,80,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,,,"20,000~350,000원",031-887-3573,경기도 여주시청,20250630
더힐글램핑,자동차야영장,37.39177548,127.6845573,경기도 여주시 북내면 여양3로 50-62,경기도 여주시 북내면 서원리 253-26번지,031-881-5766,19,9423.0,101.13,76,10,화장실+전기시설+샤워실+상하수도 시설,소화기,매점,,"70,000~340,000원",031-887-3573,경기도 여주시청,20250630
이포보 웰빙캠핑장,야영장,37.39358473,127.5482829,경기도 여주시 대신면 여양로 1935-69,경기도 여주시 대신면 천서리 755번지,031-881-6384,95,25296.0,15.0,200,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,,,"20,000원~25000원",031-880-4095,여주도시공사,20250630
파인 관광농원,야영장,37.21489025,127.5317714,경기도 여주시 가남읍 경충대로 1483-25,경기도 여주시 가남읍 신해리 649-10번지,031-883-7103,14,2781.0,48.0,20,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,수영장,,"30,000원~150,000원",031-887-3573,경기도 여주시청,20250630
블루마린 캠핑장,야영장,37.30350569,127.5813962,경기도 여주시 세종대왕면 중부대로 2545-74,경기도 여주시 세종대왕면 번도리 239-1번지,,47,7685.0,196.0,120,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,수영장+매점,,"65,000원",031-887-3573,경기도 여주시청,20250630
캠핑주막,야영장,37.34854974,127.7165364,경기도 여주시 북내면 당전로 470,경기도 여주시 북내면 중암리 417-2번지,,18,3070.0,248.0,50,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,매점,,"30,000원",031-887-3573,경기도 여주시청,20250630
팜스퀘어 하늘타리,야영장,37.38406016,127.500426,경기도 여주시 금사면 금품2로 835-64,경기도 여주시 금사면 도곡리 241-1번지,,21,5927.0,368.0,40,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,수영장+놀이터,,"55,000원",031-887-3573,경기도 여주시청,20250630
여주참숯마을 캠핑장,야영장,37.28876443,127.6991649,경기도 여주시 강천면 걸촌동길 38,경기도 여주시 강천면 이호리 65-7번지,031-886-1119,56,7094.0,163.0,150,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,수영장+매점+식당+찜질방,,"30,000~50,000원",031-887-3573,경기도 여주시청,20250630
휴림,야영장,37.41598958,127.4272856,경기도 여주시 산북면 주어로 204,경기도 여주시 산북면 주어리 368-1번지,,6,1044.0,97.85,15,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+메가폰+CCTV,,,"45,000원",031-887-3573,경기도 여주시청,20250630
강천캠핑장,야영장,37.24176918,127.7169022,경기도 여주시 강천면 강천로 265,경기도 여주시 강천면 강천리 670번지,031-884-2189,16,2315.76,175.76,50,30,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+메가폰+CCTV,매점,,"60,000원",031-887-3573,경기도 여주시청,20250630
그린바움캠핑장,야영장,37.36370573,127.5345212,경기도 여주시 흥천면 금대울로 203-15,경기도 여주시 흥천면 복대리 313번지,,5,3527.0,97.65,20,10,화장실+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,매점,,"60,000원",031-887-3573,경기도 여주시청,20250630
금은모래 캠핑장,야영장,37.29306214,127.666904,경기도 여주시 강변유원지길 105,경기도 여주시 연양동 304-8번지,031-880-4095,151,51721.0,1505.0,644,656,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,야외 어린이 물놀이장,사용시작일 14시~ 사용종료일 12시,"15,000원~55,000원",031-880-4095,여주도시공사,20250630
호수산장 관광농원,야영장,37.23201627,127.5419508,경기도 여주시 가남읍 신해1길 95-52,경기도 여주시 가남읍 신해리 222-2번지,031-882-9779,52,6849.0,423.0,35,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,,,"50,000~70,000원",031-887-3573,경기도 여주시청,20250630
이포보 오토 캠핑장,자동차야영장,37.39358473,127.5482829,경기도 여주시 대신면 여양로 1935-69,경기도 여주시 대신면 천서리 755번지,031-881-6384,85,35262.0,31.0,180,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,배드민턴장+족구장+운동시설,,"30,000원",031-880-4095,여주도시공사,20250630
송현 캠핑장,야영장,37.3780197351,127.4464158914,경기도 여주시 산북면 금품2로 208-73,경기도 여주시 산북면 송현리 368번지,,8,1846.0,184.31,32,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,,,"50,000원",031-887-3573,경기도 여주시청,20250630
산오마켓,야영장,37.4052251311,127.4813224167,경기도 여주시 금사면 금품1로 468,경기도 여주시 금사면 상호리 70번지,,1,4709.0,173.45,55,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,,,"30,000원~35,000원",031-887-3573,경기도 여주시청,20250630
강천섬캠핑장,야영장,37.2320473913,127.6980384701,경기도 여주시 강천면 강천리길 88-60,경기도 여주시 강천면 강천리 627번지,031-881-9690,50,6955.0,69.0,300,300,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,,,"50,000원",031-881-9690,여주세종문화관광재단,20250630
연천 당포성 캠핑장,야영장,38.02151429,126.9873399,경기도 연천군 미산면 마동로38번길 42-34,경기도 연천군 미산면 동이리 776번지,,18,5367.0,,72,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,20240304
연천 사미천 캠핑장,야영장,37.99606062,126.8905032,경기도 연천군 장남면 장백로330번길 236,경기도 연천군 장남면 원당리 41번지,,15,1990.0,,60,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,20240304
연천 전곡리 유적 구석기 체험숲,야영장,38.01275585,127.0656579,경기도 연천군 전곡읍 평화로495번길 89,경기도 연천군 전곡읍 전곡리 183번지,031-839-2114,59,14091.0,,236,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,20240304
연천 한여울팜파크 글램핑장,야영장,38.06575436,127.1219056,경기도 연천군 연천읍 현문로 537,경기도 연천군 연천읍 고문리 183-9번지,031-834-8999,1,6326.0,,24,,전기시설+상하수도시설+샤워실,소화기+대피공간,글림핑5동,,,031-839-2147,경기도 연천군청,20240304
연천리버힐 캠핑장,야영장,38.02548666,126.9828366,경기도 연천군 미산면 숭의전로 520-21,경기도 연천군 미산면 마전리 237-2번지,,14,2995.0,,56,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,20240304
연천 미라클타운,야영장,38.13103775,127.0450572,경기도 연천군 군남면 군중로 134,경기도 연천군 군남면 옥계리 1259번지,,1,15962.0,,300,,전기시설+상하수도시설+샤워실,소화기+대피공간,카라반 5동,,,031-839-2147,경기도 연천군청,20240304
연천재인폭포오토캠핑장,자동차야영장,38.06449679,127.127409,경기도 연천군 연천읍 현문로508번길 140,경기도 연천군 연천읍 고문리 117-1번지,031-833-0030,90,73164.0,,480,,전기시설+상하수도시설+샤워실,소화기+대피공간,카라반20동+텐트트레일러10개,,,031-839-2147,경기도 연천군청,20240304
미라클캠프,야영장,37.98743059,127.021049,경기도 연천군 전곡읍 양원로 108-37,경기도 연천군 전곡읍 양원리 660-3번지,,8,6343.0,,56,,전기시설+상하수도시설+샤워실,소화기+대피공간,글램핑6동,,,031-839-2147,경기도 연천군청,20240304
아띠캠핑장,야영장,38.08123084,127.0166282,경기도 연천군 군남면 군남로 373,경기도 연천군 군남면 삼거리 597번지,,40,9594.0,,160,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,20240304
알멕스랜드 캠핌장,야영장,38.0750998,127.0070035,경기도 연천군 왕징면 왕산로218번길 25-100,경기도 연천군 왕징면 무등리 135번지,031-833-5901,125,27265.0,,580,,전기시설+상하수도시설+샤워실,소화기+대피공간,카라반20동,,,031-839-2147,경기도 연천군청,20240304
에브라임캠핑장,야영장,38.15908907,127.1046357,경기도 연천군 신서면 연신로 866,경기도 연천군 신서면 도신리 786-7번지,,19,7624.0,,76,,전기시설+상하수도시설,소화기+대피공간,,,,031-839-2147,경기도 연천군청,20240304
우니메이카,야영장,38.15589215,127.0629904,경기도 연천군 중면 합내로 458,경기도 연천군 중면 합수리 93번지,,10,2990.0,,40,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,20240304
임진물새롬센터 오토캠핑장,자동차야영장,38.05228065,127.017584,경기도 연천군 미산면 청정로1706번길 119,경기도 연천군 미산면 우정리 321-1번지,,50,6326.0,,200,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,20240304
장남동산농원,야영장,37.97069086,126.8911164,경기도 연천군 장남면 술이홀로63번길 41-17,경기도 연천군 장남면 원당리 700-2번지,,34,2056.0,,136,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,20240304
조각가 박시동 미술관,야영장,38.05428626,126.9180759,경기도 연천군 백학면 백왕로225번길 240-1,경기도 연천군 백학면 석장리 875-16번지,,2,4281.0,,76,,전기시설+상하수도시설,소화기+대피공간,카라반 9동+글램핑2동,,,031-839-2147,경기도 연천군청,20240304
평화강변 수목캠핑장,자동차야영장,38.01942983,126.9777438,경기도 연천군 미산면 어삼로 415-17,경기도 연천군 미산면 삼화리 117-3번지,031-835-7394,74,24806.0,,296,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,20240304
한탄강소나무캠핑,야영장,38.01584361,127.0770649,경기도 연천군 전곡읍 선사로286번길 37,경기도 연천군 전곡읍 전곡리 56-23번지,,1,1617.0,,52,,전기시설+상하수도시설+샤워실,소화기+대피공간,글램핑12동,,,031-839-2147,경기도 연천군청,20240304
한탄강관광지오토캠핑장,자동차야영장,38.00887699,127.0588604,경기도 연천군 전곡읍 선사로 76,경기도 연천군 전곡읍 전곡리 696-3번지,031-833-0030,105,28172.0,,656,,전기시설+상하수도시설+샤워실,소화기+대피공간,카라반59동,,,031-839-2147,경기도 연천군청,20240304
해지개캠핑장,자동차야영장,38.01861384,126.9710325,경기도 연천군 미산면 어삼로 391-102,경기도 연천군 미산면 삼화리 277-25번지,,40,4893.0,,160,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,20240304
힐링카라반,야영장,37.99226554,126.8907957,경기도 연천군 장남면 장백로330번길 46-101,경기도 연천군 장남면 원당리 385-8번지,,1,2320.0,,24,,전기시설+상하수도시설,소화기+대피공간,카라반5동,,,031-839-2147,경기도 연천군청,20240304
우리오토캠핑장,자동차야영장,38.08918898,127.111591,경기도 연천군 연천읍 동내로 304,경기도 연천군 연천읍 동막리 257번지,,19,4023.0,,76,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,20240304
아미캠핑장,자동차야영장,38.0372524,126.9575308,경기도 연천군 미산면 청정로918번길 121,경기도 연천군 미산면 광동리 28번지,,21,6665.0,,84,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,20240304
DMZ 마루 캠핑,야영장,38.13492547,127.019287,경기도 연천군 중면 군중로 399,경기도 연천군 중면 삼곶리 317-3번지,,27,6165.0,,54,,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,031-839-2147,경기도 연천군청,20240304
YC글램핑,야영장,38.03822627,126.9660207,경기도 연천군 미산면 청정로 1049,경기도 연천군 미산면 백석리 855번지,,4,9332.2,,48,,전기시설+상하수도시설+샤워실,소화기+대피공간,글램핑8동,,,031-839-2147,경기도 연천군청,20240304
