bizplc_nm,licensg_ymd,licensg_rtrcn_ymd,bsn_state_div,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,locplc_ar_info,roadnm_zipno,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,xcrd_vl,ycrd_vl,cultur_phstrn_indutype_nm,plvtinst_div_nm,insrnc_join_yn,mber_recrut_tot_psncnt
한창헬스센타,20031011,,03,폐업,20220531,031-318-2244,322.6,14917,"경기도 시흥시 대은로 80, 하이런빌딩 5층 501호 (은행동)",경기도 시흥시 은행동 536-3 하이런빌딩,14917,37.4442501877,126.7974160629,,182000.97107162,438031.062765133,체력단련장업,사립,,
테크노헬스,20040412,,03,폐업,20090908,031-405-0449,,,,경기도 시흥시 논곡동 160-7 상가건물 3층,429804,37.3878848235,126.860377682,,187564.36353346,431760.802719452,체력단련장업,사립,,
비비드짐,20221101,,03,폐업,20260415,,,17854,"경기도 평택시 비전5로 20-36, 402호 (비전동)",경기도 평택시 비전동 1102-1,17854,36.9993929002,127.1157544903,,210232.401212859,388645.726840918,체력단련장업,사립,,
바디디자인,20220107,,03,폐업,20251201,,,14635,"경기도 부천시 원미구 부일로 453, 가온팰리스 202호 (심곡동)",경기도 부천시 원미구 심곡동 382-6 가온팰리스,14635,37.4865397185,126.7806076018,,180528.221814898,442727.399188101,체력단련장업,사립,,
민죠이짐 비산 2호점,20211231,,03,폐업,20250430,,59.72,14055,"경기도 안양시 동안구 시민대로 317, 대한스마트타워 218호 (관양동)",경기도 안양시 동안구 관양동 1746-2 대한스마트타워 218호,14055,37.3962661101,126.9653752525,,196877.232290638,432687.635829849,체력단련장업,사립,,
GYM-S,20040907,,03,폐업,20160411,,298.25,,"경기도 부천시 소사구 송내대로 37  (송내동,라라스타 찌오네빌딩5층)",경기도 부천시 소사구 송내동 709-2 라라스타 찌오네빌딩5층,422831,37.4868902652,126.7528577007,,178070.160037453,442771.082162627,체력단련장업,사립,0,
현대헬스,20041130,,03,폐업,20060629,,,,"경기도 부천시 원미구 역곡로 3,  502호 (역곡동,역곡덕지빌딩)",경기도 부천시 원미구 역곡동 80-5 역곡덕지빌딩 502호,420100,37.4856056952,126.8114279755,,183251.106567897,442619.090815179,체력단련장업,사립,0,
구갈메카 헬스집,20010802,,03,폐업,20241219,,,16972,경기도 용인시 기흥구 구갈로60번길 17 (구갈동),경기도 용인시 기흥구 구갈동 354-5,446569,37.2798423534,127.1132505242,,209974.199912755,419770.369997882,체력단련장업,사립,,
건강한사람들,20020117,,03,폐업,20070501,,,,"경기도 용인시 기흥구 구갈로72번길 10 (구갈동,낙원상가701)",경기도 용인시 기흥구 구갈동 353 낙원상가701,446569,37.2805880268,127.1124909157,,209905.722559563,419852.653796036,체력단련장업,사립,,
짐브로,20250123,,03,폐업,20260219,,191.53,16226,"경기도 수원시 영통구 대학로 18, 5층 (이의동)",경기도 수원시 영통구 이의동 1275-7,16226,37.2981410892,127.0426036185,,203707.245605666,421794.32163587,체력단련장업,사립,,
수지로얄스포츠센터,20020509,,03,폐업,20210506,031-265-5611,545.11,16836,"경기도 용인시 수지구 풍덕천로 119 (풍덕천동,(지하1층))",경기도 용인시 수지구 풍덕천동 1078 (지하1층),448509,37.3231017192,127.0948684138,,208336.644254501,424568.781762635,체력단련장업,사립,,
대광헬스클럽,19891127,,03,폐업,20260410,031-663-7600,306.72,17757,경기도 평택시 탄현로 338 (지산동),경기도 평택시 지산동 742-4,17757,37.0821732412,127.0568655635,,204982.439487397,397828.390671278,체력단련장업,사립,,
휘트니스클럽,20030326,,03,폐업,20060807,,,,경기도 용인시 처인구 한터로 55-30,경기도 용인시 처인구 유방동 334-1 비젼빌딩2층,449935,37.2554882956,127.2156215075,,219182.589666667,417347.864,체력단련장업,사립,0,
골드 휘트니스,20040616,,03,폐업,20120404,,716.52,,"경기도 남양주시 도농로 29 (다산동,부여프라자 8층)",경기도 남양주시 다산동 4065 부여프라자 8층,472912,37.6084272017,127.1568068465,,213775.777055552,456245.143529288,체력단련장업,사립,,
인삼약천헬스센터,20030422,,03,폐업,20180706,,66.25,10860,경기도 파주시 탄현면 장릉로 5 (인삼사우나24시),경기도 파주시 탄현면 갈현리 654-8,10860,37.7739024305,126.7171632525,,174999.893224902,474643.244809082,체력단련장업,사립,,
루틴휘트니스,20220303,,03,폐업,20251128,,348.92,11800,"경기도 의정부시 세석로 20, 폴리프라자Ⅰ 904~907호 (산곡동)",경기도 의정부시 산곡동 686-1 폴리프라자Ⅰ,11821,37.729779088,127.1091748483,,209552.750331332,469709.537273595,체력단련장업,사립,,
SKY휘트니스 클럽,20040914,,03,폐업,20180706,,,10823,경기도 파주시 문산읍 문향로49번길 20 (로얄빌딩),경기도 파주시 문산읍 문산리 10-42,10823,37.8565097412,126.7842681321,,180948.368171416,483788.771221043,체력단련장업,사립,,
힙프로짐,20220520,,03,폐업,20260408,,196.52,11801,"경기도 의정부시 서광로 205, 유성빌딩 4층 (고산동)",경기도 의정부시 고산동 949-2,11818,37.7350257449,127.1121888259,,209817.012073725,470290.211870276,체력단련장업,사립,,
비비짐(BB GYM),20240109,,03,폐업,20251216,,,17547,"경기도 안성시 대덕면 중앙대학로 108, 드림타워 3층",경기도 안성시 대덕면 내리 690-5 드림타워,17547,37.0018190678,127.2230203741,,219781.006842605,388932.463491793,체력단련장업,사립,,
캐비아 휘트니스,20041231,,03,폐업,20180706,,,10823,경기도 파주시 문산읍 문산로26번길 13 (호수아파트),경기도 파주시 문산읍 문산리 10-93 호수상가 101동 271외 4동호,,,,,180829.326266006,483812.120331752,체력단련장업,사립,,
엔스포 휘트니스,20050810,,03,폐업,20180706,,,10915,"경기도 파주시 금빛로 27 (금촌동, 광장프라자)",경기도 파주시 금촌동 986-2 금촌택지개발지구 상업2호 광장프라자 8층,10915,37.7522444291,126.7662484975,,179333.01642622,472218.726023126,체력단련장업,사립,,
클럽인너(club inner),20130621,,03,폐업,20160610,,119.3,12428,경기도 가평군 가평읍 북한강변로 382,경기도 가평군 가평읍 금대리 46,477803,37.7619930609,127.5418595501,,247680.413871724,473355.639121916,체력단련장업,사립,Y,
뷰티바디,20170330,,03,폐업,20200122,031-427-7977,326.04,16050,"경기도 의왕시 보식골로 9, 3층 (오전동)",경기도 의왕시 오전동 104-39 3층,16050,37.3590913202,126.9689137951,,197169.772877188,428581.604064393,체력단련장업,사립,,
쿠마짐,20220822,,03,폐업,20260121,,198,10254,"경기도 고양시 일산동구 공릉천로473번길 40, 3동 (설문동)",경기도 고양시 일산동구 설문동 31-27,10254,37.7235445101,126.8215655623,,184200.953767521,469003.451145573,체력단련장업,사립,,
커브스 인창클럽,20100818,,03,폐업,20220927,031-558-3077,,11921,"경기도 구리시 건원대로 36 (인창동, 화성골드프라자)",경기도 구리시 인창동 670-7 화성골드프라자 202호,11921,37.6044307582,127.1404997881,,212336.563556389,455798.1200613,체력단련장업,사립,,
벨류 휘트니스,20160126,,03,폐업,20260402,031-897-2033,430,16905,"경기도 용인시 기흥구 용구대로2469번길 10, B02호 (보정동, 죽전 일성트루엘)",경기도 용인시 기흥구 보정동 1293,16905,37.3075274715,127.1060672337,,209335.413490546,422850.130324793,체력단련장업,사립,Y,
동부헬스,19961113,,03,폐업,20050519,,,,,경기도 하남시 덕풍동 459-2,465805,,,,,,체력단련장업,사립,0,
201휘트니스클럽,19991220,,03,폐업,20091130,,,,경기도 하남시 하남대로 837 (덕풍동),경기도 하남시 덕풍동 319-2,465800,37.542424926,127.2048454248,,218026.646594746,448919.023505418,체력단련장업,사립,,
월드헬스휘트니스클럽,20031118,,03,폐업,20151130,,306.41,15312,"경기도 안산시 상록구 성호로 258, 4005호 (부곡동, 안산제2종합시장)",경기도 안산시 상록구 부곡동 685-11 안산제2종합시장 4005호호,15312,37.3264821365,126.8585056498,,187389.025701768,424945.115692301,체력단련장업,사립,,
컴플릿짐,20220204,,03,폐업,20231117,,530.55,18271,"경기도 화성시 만세구 남양읍 시청로 113, 6층",경기도 화성시 만세구 남양읍 남양리 2072-7,18271,37.2008919301,126.8260575483,,184486.375460274,411022.505880841,체력단련장업,사립,,
월드헬스,20040105,,03,폐업,20070704,,,15265,"경기도 안산시 단원구 와동로 44  (와동,4층)",경기도 안산시 단원구 와동 700-6 4층,425841,37.3342069989,126.829259506,,184798.424556367,425811.498256143,체력단련장업,사립,0,
테크노파크스포츠센터,20040202,,03,폐업,20220711,,165,15588,"경기도 안산시 상록구 해안로 705, 지하1층 (사동, 경기테크노파크)",경기도 안산시 상록구 사동 1271-11 경기테크노파크 지하1층,15588,37.2909358338,126.8299710203,,184846.499195767,421001.454559559,체력단련장업,사립,,
MODEL PT Studio(모델 피티 스튜디오),20210525,,03,폐업,20240530,,144,18467,"경기도 화성시 동탄구 동탄대로 636-14, D동 105~106호 (영천동, 동탄역 대방디엠시티 더 센텀)",경기도 화성시 동탄구 영천동  산 24-1 동탄역 대방디엠시티 더 센텀,18467,37.2102625302,127.0994620597,,208773.208500488,412073.497774566,체력단련장업,사립,,
파워존분당,20150402,,03,폐업,20171230,031-718-8510,195.21,13595,"경기도 성남시 분당구 황새울로258번길 32, 401,402호 (수내동, 코리아나빌딩)","경기도 성남시 분당구 수내동 7-5 코리아나빌딩 401,402호",463825,37.3794369163,127.1161056682,,210226.801409465,430836.903774012,체력단련장업,사립,,
핏타임 휘트니스,20160621,,03,폐업,20221121,031-711-3174,458.04,13625,"경기도 성남시 분당구 구미로 60, 지하1층 1-15호 (구미동, 관보쇼핑)",경기도 성남시 분당구 구미동 203-1 관보쇼핑 지하1층 1-15호,13625,37.3378006395,127.1156742054,,210180.544358824,426203.672541752,체력단련장업,사립,,
RESHAPE(리쉐입),20170414,,03,폐업,20230613,031-718-7172,144.85,13616,"경기도 성남시 분당구 정자일로 25, 203호 (금곡동, 대덕프라자2)",경기도 성남시 분당구 금곡동 206 대덕프라자2 203호,13616,37.352406221,127.1056747664,,209291.508474079,427822.517686434,체력단련장업,사립,,
하이라이트 짐,20170821,,03,폐업,20231130,,208.06,13590,"경기도 성남시 분당구 황새울로 353, 지하1층 (서현동, 재능교육빌딩 )",경기도 성남시 분당구 서현동 253-1,13590,37.3871591126,127.1237026948,,210884.17518913,431680.705816573,체력단련장업,사립,,
휘트니스은하수25시랜드,20150408,,03,폐업,20220916,,1471.91,15240,"경기도 안산시 단원구 선부광장1로 38 (선부동, 502~506호)",경기도 안산시 단원구 선부동 1070-18 502~506호,425829,37.3366527313,126.8094147493,,183038.329861334,426085.523168473,체력단련장업,사립,,
짐스타,20220310,,03,폐업,20231006,,318.94,14630,"경기도 부천시 원미구 장말로 351, 2층 (심곡동)",경기도 부천시 원미구 심곡동 372-4,14630,37.4905906739,126.7812474613,,180584.745469218,443178.892403722,체력단련장업,사립,,
국민헬스클럽,20020730,,03,폐업,20051226,,,,"경기도 안양시 만안구 안양로 324  (안양동,3층)",경기도 안양시 만안구 안양동 1195-48 3층,430831,37.4010375992,126.9201588482,,192863.827643737,433220.262698241,체력단련장업,사립,0,
락시웰리스센터(헬스),20020827,,03,폐업,20080910,,,,경기도 안양시 동안구 시민대로 182  (호계동),경기도 안양시 동안구 호계동 1040-1,431812,,,,,,체력단련장업,사립,0,
빅토리짐,20160116,,03,폐업,20230216,02-897-9075,199.36,14316,"경기도 광명시 소하로109번길 24, 302호 (소하동, 성현빌딩)",경기도 광명시 소하동 1337 성현빌딩 302호,14316,37.4479588866,126.8855073553,,189797.482497378,438429.909438986,체력단련장업,사립,,
Y-GYM (헬스),20170905,,03,폐업,20220930,02-2617-7177,187.52,14209,경기도 광명시 광복로 68 (철산동),경기도 광명시 철산동 56-9,14209,37.4899308967,126.8659449464,,188074.792642734,443088.750357104,체력단련장업,사립,,
제이힐링 스포렉스,20161109,,03,폐업,20260421,031-853-8512,447,11813,"경기도 의정부시 오목로225번길 141, 6층 (민락동)",경기도 의정부시 민락동 808-3 6층,11813,37.745460897,127.0954488833,,208342.503089715,471448.128699459,체력단련장업,사립,,
Y-GYM (헬스),20221006,,03,폐업,20251125,02-2612-7177,187.52,14209,"경기도 광명시 광복로 68, 5층 (철산동)",경기도 광명시 철산동 56-9,14209,37.4899308967,126.8659449464,,188074.792642734,443088.750357104,체력단련장업,사립,,
조아핏 우만점,20210421,,03,폐업,20251218,031-242-8887,130.7,16234,"경기도 수원시 팔달구 세지로421번길 46, 3층 (우만동)",경기도 수원시 팔달구 우만동 484-17,16234,37.2881020912,127.029442375,,202540.168909197,420682.415487918,체력단련장업,사립,,
머슬마니아짐,20210826,,03,폐업,20260105,,161.84,16531,"경기도 수원시 영통구 중부대로 252, 5층 (매탄동)",경기도 수원시 영통구 매탄동 153-30,16531,37.2745901932,127.0432424458,,203763.7695087,419184.070819334,체력단련장업,사립,,
세종휘트니스,20020131,,03,폐업,20100312,,,,경기도 안산시 단원구 초지로 100,경기도 안산시 단원구 초지동 735-1 세종프라자501호,425855,37.3077612978,126.815219719,,183549.596614993,422895.879505916,체력단련장업,사립,,
다미헬스피아,20020209,,03,폐업,20090529,,,15361,"경기도 안산시 단원구 고잔2길 63  (고잔동,나성빌딩4층)",경기도 안산시 단원구 고잔동 540-15 나성빌딩4층,425868,37.3177258246,126.8381525685,,185582.905947568,423979.142392138,체력단련장업,사립,0,
선부헬스클럼,20020720,,03,폐업,20050104,,,15219,"경기도 안산시 단원구 선여불로 43-1  (선부동,2층)",경기도 안산시 단원구 선부동 1043-22 2층,425829,37.3452775464,126.8061068237,,182750.519160345,427043.829046109,체력단련장업,사립,0,
CNC휘트니스센터,20021017,,03,폐업,20060508,,,15239,"경기도 안산시 단원구 선부광장로 41  (선부동,하이마트3층)",경기도 안산시 단원구 선부동 1076-14 하이마트3층,425831,37.3355387045,126.8115923515,,183234.825613746,425965.492306841,체력단련장업,사립,0,
스카이휘트니스,20030412,,03,폐업,20090316,,283.7,15538,"경기도 안산시 상록구 샘골로 178,  201호 (본오동,영광프라자)",경기도 안산시 상록구 본오동 872-7 영광프라자 201호,426815,37.2996660968,126.8635175623,,187830.326754065,421973.428373751,체력단련장업,사립,0,
머슬앤휘트니스,20070306,,03,폐업,20120330,,224,,"경기도 의정부시 금오로 102  (금오동,3층)",경기도 의정부시 금오동 454-1 3층,480818,37.7564178681,127.0766010917,,206686.473789559,472655.75807431,체력단련장업,사립,0,
몸앤몸,20160422,,03,폐업,20241230,031-438-0020,314.02,15497,"경기도 안산시 상록구 석호로 70, 2~3층 (사동)",경기도 안산시 상록구 사동 1524-5 2~3층,15497,37.3053007917,126.8471646028,,186379.808184173,422600.286171796,체력단련장업,사립,,
스마일휘트니스클럽(하안점),20051012,,03,폐업,20180406,,,14247,경기도 광명시 범안로 1061 (하안동),경기도 광명시 하안동 33-6 삼전빌딩8층,423846,37.4632277373,126.880293917,,189340.572297568,440123.401446961,체력단련장업,사립,,
엘로힘휘트니스,20021108,,03,폐업,20190403,031-298-7680,,,"경기도 화성시 효행구 봉담읍 삼천병마로 1271, 501호 (우정프라자)",경기도 화성시 효행구 봉담읍 상리 31-3 우정프라자 501호,445891,37.2199477896,126.9480582216,,195322.211511568,413117.413330064,체력단련장업,사립,,
