bizplc_nm,licensg_ymd,bsn_state_nm,locplc_faclt_telno_dtls,locplc_ar_info,roadnm_zipno,refine_road_nm_addr,refine_lotno_addr,refine_zipno,dat_updt_hr,bizcond_div_nm_info,xcrd_vl,ycrd_vl
캣슬,20230126,폐업,,0,15011,"경기도 시흥시 서울대학로***번길 **-**, 다인로얄팰리스 배곧*차 *층 ***호 (배곧동)",경기도 시흥시 배곧동 ***-* 다인로얄팰리스 배곧*차,,2026-03-10 21:36:25,,175953.990514593,429717.307576491
멍냥펀치,20230426,폐업,,0,14949,"경기도 시흥시 신천로 **, *층 ***호 (신천동)",경기도 시흥시 신천동 ***-*,,2026-03-10 21:36:25,,180993.004287726,437451.601589808
인연,20250911,폐업,,0,15010,"경기도 시흥시 배곧*로 **, 배곧타운* ***호 (배곧동)",경기도 시흥시 배곧동 *** 배곧타운* ***호,,2026-03-10 21:36:32,,175732.499134758,430659.533763531
산본애견,20081104,폐업,031-394-0816,0,15811,경기도 군포시 산본천로 *** (산본동),경기도 군포시 산본동 ***-*,,2026-01-13 17:16:33,,194708.272725284,429869.82093855
엘프모리,20080303,폐업,,,,,경기도 고양시 일산동구 정발산동 ****-* *층,,2026-01-13 17:14:05,,180172.615081447,463226.047134494
쿨펫동물병원,20080311,폐업,,,,,경기도 고양시 덕양구 화정동 *** 롯데마트 *층,,2026-01-13 17:14:05,,184997.277010348,458910.279075339
동물의 왕국,20080324,폐업,,,,,경기도 고양시 덕양구 성사동 ***-*,,2026-01-13 17:14:05,,185847.301970352,461353.37237947
풍동 동물병원,20080325,폐업,,,,,경기도 고양시 일산동구 풍동 **** 신성프라자 ***호,10309,2026-01-13 17:14:05,,182103.488459125,462804.299266978
행복이 가득한 동물병원,20080325,폐업,,,,,경기도 고양시 덕양구 화정동 ***-* 새롬프라자 ***호,,2026-01-13 17:14:05,,185093.23232828,459216.214287851
쿨펫동물병원 주엽점,20080326,폐업,,,,,경기도 고양시 일산서구 주엽동 ** 그랜드백화점 주차빌딩 *층,,2026-01-13 17:14:05,,178859.791398959,463205.227173138
고로롱,20180131,폐업,,0,16491,"경기도 수원시 팔달구 권선로 ***, 삼부르네상스오피스텔 *층 ***호 (인계동)",경기도 수원시 팔달구 인계동 ****-* 삼부르네상스오피스텔 ***호,,2026-01-13 17:19:37,,202688.397712674,417376.625365096
펫토리,20180131,폐업,,0,16311,"경기도 수원시 장안구 송정로 **, *층 (정자동)",경기도 수원시 장안구 정자동 **-**,,2026-01-13 17:19:37,,200367.868072709,421525.384922811
애지중지 Pet Boutique,20180302,폐업,,0,16243,"경기도 수원시 팔달구 세지로 ***-*, *층 (지동)",경기도 수원시 팔달구 지동 ***-**,,2026-01-13 17:19:37,,202040.876639979,419822.049782009
굿보이,20180307,폐업,,0,16509,"경기도 수원시 영통구 에듀타운로 ***, 에듀하임 ***동 ***,***호 (이의동)","경기도 수원시 영통구 이의동 ****-* 에듀하임 ***동 ***,***호",16508,2026-01-13 17:19:37,,203984.830219039,420777.284840584
수원강아지분양 고양이분양 쿤펫,20180419,폐업,,0,16439,"경기도 수원시 팔달구 팔달로 ***, *층 (화서동)",경기도 수원시 팔달구 화서동 **-**,,2026-01-13 17:19:37,,200517.195720456,420214.79368684
크라운펫,20180427,폐업,,0,16672,"경기도 수원시 권선구 곡반정로**번길 *-**, *층 (곡반정동)",경기도 수원시 권선구 곡반정동 ***-**,,2026-01-13 17:19:37,,202381.352105092,414685.866886201
바른 분양,20181004,폐업,,0,16509,"경기도 수원시 영통구 도청로**번길 **, 지(G)-타워 *층 *호 (이의동)",경기도 수원시 영통구 이의동 ****-* 지(G)-타워,16508,2026-01-13 17:19:37,,204150.560067278,420832.11834052
스타일독앤캣 강아지고양이 수원점,20181023,폐업,031-214-4443,0,16518,"경기도 수원시 영통구 월드컵로**번길 **, *층 (원천동)",경기도 수원시 영통구 원천동 ***-*,,2026-01-13 17:19:37,,204414.571603699,419138.449056825
몽스타일,20181113,폐업,031-257-0077,0,16443,경기도 수원시 팔달구 화양로*번길 * (화서동),경기도 수원시 팔달구 화서동 ***-*,,2026-01-13 17:19:37,,199794.86680782,419664.664731005
L.DOG,20181121,폐업,,0,16491,"경기도 수원시 팔달구 효원로***번길 **, 마이홈 오피스텔 *층 *호 (인계동)",경기도 수원시 팔달구 인계동 ****-* 마이홈 오피스텔,,2026-01-13 17:19:37,,202770.326620209,417535.861467439
해피주 (수원권선점),20181204,폐업,,0,16671,"경기도 수원시 권선구 곡선로 **, *층 (곡반정동)",경기도 수원시 권선구 곡반정동 ***-*,,2026-01-13 17:19:37,,202653.477742553,415155.393979759
우리아이,20180501,폐업,032-677-5262,0,14427,"경기도 부천시 오정구 소사로 ***, 뉴월드프라자 *층 ***호 (원종동)",경기도 부천시 오정구 원종동 ***-* 뉴월드프라자,,2026-01-13 17:18:35,,182650.503950396,447065.179024815
물고기나라,20180705,폐업,,0,14709,경기도 부천시 소사구 자유로 **-* (심곡본동),경기도 부천시 소사구 심곡본동 ***-**,,2026-01-13 17:18:35,,180489.826064224,442423.285546205
하나애견,20180705,폐업,,0,14568,"경기도 부천시 원미구 원미로 ***, E동 *호 (원미동, 백송연립)",경기도 부천시 원미구 원미동 **-* 백송연립,,2026-01-13 17:18:35,,181424.362657848,443569.407774192
애견백화점,20080520,폐업,,0,11681,경기도 의정부시 가능로 ** (가능동),,,2026-01-13 17:25:34,,203021.620033869,471587.18842367
열린펫동물병원,20080520,폐업,,0,11698,경기도 의정부시 태평로 ** (의정부동),,,2026-01-13 17:25:34,,204484.80585177,470504.222825581
강아지,20080520,폐업,,,,,경기도 의정부시 호원동 ***-**** 회료한주아파트 상가동,,2026-01-13 17:25:34,,,
펫프린스,20080520,폐업,,,,"경기도 의정부시 장곡로 *** (장암동,롯데마트*층)",경기도 의정부시 장암동 **-** 롯데마트*층,,2026-01-13 17:25:34,,204630.543411273,469034.163890834
혜수동물병원,20080520,폐업,,,,,경기도 의정부시 의정부동 **-**,,2026-01-13 17:25:34,,204494.96041186,471208.810495203
정퍼피클럽,20080527,폐업,,0,11810,"경기도 의정부시 승지로*번길 ** (민락동, *층)",경기도 의정부시 민락동,,2026-01-13 17:25:34,,207764.537971793,470643.369357195
애견종합할인매장,20080619,폐업,,,,경기도 의정부시 평화로 *** (호원동),경기도 의정부시 호원동 ***-**,,2026-01-13 17:25:34,,204146.117066247,466988.704648983
강아지이야기,20080619,폐업,,,,경기도 의정부시 신촌로*번길 **-** (가능동),경기도 의정부시 가능동 ***-**,11611,2026-01-13 17:25:34,,203119.360712258,471800.853461697
화이트,20080630,폐업,,,,경기도 의정부시 시민로 *** (용현동),경기도 의정부시 용현동 ***-*,,2026-01-13 17:25:34,,206882.261274352,470214.120769804
영진애견,20080704,폐업,,0,11740,경기도 의정부시 추동로 * (신곡동),,,2026-01-13 17:25:34,,,
신촌동불병원,20080704,폐업,,,,경기도 의정부시 신흥로 ***-* (가능동),경기도 의정부시 가능동 ***-**,11611,2026-01-13 17:25:34,,203675.065530482,471757.179544994
낭만고양이 평택점,20180119,폐업,,0,17851,"경기도 평택시 비전*길 **, ***호 (비전동)",경기도 평택시 비전동 ***-* ***호,,2026-01-13 17:27:05,,209044.616468142,389259.804080843
헬로우 미니쥬,20180502,폐업,,0,17760,경기도 평택시 탄현*로 ***(신장동),경기도 평택시 신장동 ***-**,,2026-01-13 17:27:05,,204684.649343061,397446.355148044
블링돌,20180517,폐업,,0,17848,"경기도 평택시 서재*길 **-*, *층 ***호 (동삭동)",경기도 평택시 동삭동 ***-* ***호,18030,2026-01-13 17:27:05,,208325.461812523,389966.340352182
스타펫,20180827,폐업,,0,17848,"경기도 평택시 평남로 ****, *층 (동삭동)",경기도 평택시 동삭동 ***-*,18030,2026-01-13 17:27:05,,208354.059089971,389814.735187844
사랑하개,20180921,폐업,,0,17854,"경기도 평택시 비전*로 **-**, *층 (비전동)",경기도 평택시 비전동 ****-*,,2026-01-13 17:27:05,,210218.598990185,388729.41946623
러블리 펫,20181008,폐업,,0,17869,"경기도 평택시 현촌*로 **, *층 (용이동)",경기도 평택시 용이동 ***-*,,2026-01-13 17:27:05,,211798.721549115,388525.579135207
펍피,20181019,폐업,,0,17854,경기도 평택시 비전*로 **-** (비전동),경기도 평택시 비전동 ****-*,,2026-01-13 17:27:05,,210170.172281289,388671.898918524
이쁘개,20190325,폐업,,0,17808,경기도 평택시 청북읍 안청로*길 **-**,경기도 평택시 청북읍 옥길리 ****-* ***호,,2026-01-13 17:27:05,,192496.380201533,390740.255328728
곰탱이독,20230207,폐업,031-377-2585,0,18473,"경기도 화성시 동탄구 지산*길 *-**, ***호 (영천동)",경기도 화성시 동탄구 영천동  ***-**,,2026-02-01 10:34:18,,209899.54179627,411549.910822871
브리더스(Breeders),20230220,폐업,070-8065-0939,0,18453,"경기도 화성시 동탄구 동탄중심상가*길 *, 로하스애비뉴 ***호 (반송동)",경기도 화성시 동탄구 반송동  **-* 로하스애비뉴,,2026-02-01 10:34:18,,206378.247090083,411519.526668326
커피멍냥 앤 몽몽살롱,20230731,폐업,,0,18453,"경기도 화성시 동탄구 동탄지성로 *, ***호 (반송동, 동탄 플래티넘)",경기도 화성시 동탄구 반송동  **-* 동탄 플래티넘,,2026-02-01 10:34:18,,206491.146821923,411458.976720896
윙크애견미용샵,20230831,폐업,,0,18259,"경기도 화성시 만세구 남양읍 남양성지로 **, 우림그린빌리지 상가B동 ***호",경기도 화성시 만세구 남양읍 남양리 ***-* 우림그린빌리지,,2026-02-01 10:34:18,,182627.797125469,411500.124442228
안산강아지개냥이네,20181001,폐업,,0,15461,"경기도 안산시 단원구 광덕서로 ***, 두성타워 ***호 (고잔동)",경기도 안산시 단원구 고잔동 ***-* 두성타워,,2026-03-26 22:46:10,,184655.16144699,423519.906888729
개통령,20181001,폐업,,0,15579,"경기도 안산시 상록구 용신로 ***, *층 (사동)",경기도 안산시 상록구 사동 ****-*,,2026-03-26 22:46:10,,186338.3178208,422364.657866635
캣독빌리지,20181214,폐업,,0,15514,"경기도 안산시 상록구 이동로 **, ***호 (이동)",경기도 안산시 상록구 이동 ***-**,,2026-03-26 22:46:10,,187598.831688421,422663.29511124
쉼독,20181220,폐업,,0,15461,"경기도 안산시 단원구 광덕서로 ***, 두성타워 ***호 (고잔동)",경기도 안산시 단원구 고잔동 ***-* 두성타워,,2026-03-26 22:46:10,,184655.16144699,423519.906888729
폰앤독,20190312,폐업,,0,15329,"경기도 안산시 단원구 화정로*길 *, ***호 (와동)",경기도 안산시 단원구 와동 ***-*,,2026-03-26 22:46:10,,183870.88551362,425624.852380288
멍냥멍냥,20190521,폐업,,0,15455,"경기도 안산시 단원구 원포공원*로 **, 메가쇼핑타운* ***호 (초지동)",경기도 안산시 단원구 초지동 ***-* 메가쇼핑타운*,,2026-03-26 22:46:10,,183400.7,422211.87
캣챱(cat cheer up),20190611,폐업,,0,15359,"경기도 안산시 단원구 당곡로 *, 진양빌딩 ***호 (고잔동)",경기도 안산시 단원구 고잔동 ***-* 진양빌딩,,2026-03-26 22:46:10,,185118.612620648,424011.720282715
숲 : forest,20190823,폐업,,0,15457,"경기도 안산시 단원구 원포공원*로 **, 서해프라자 ***호 (초지동)",경기도 안산시 단원구 초지동 *** 서해프라자,,2026-03-26 22:46:10,,183379.619849692,422143.413283603
로얄독 강아지분양 안산점,20201119,폐업,,0,15489,"경기도 안산시 상록구 양지편*길 **, *층 (이동)",경기도 안산시 상록구 이동 ***-*,,2026-03-26 22:46:10,,186485.764281742,423174.221516992
이색동물전문점,20210322,폐업,,0,15461,"경기도 안산시 단원구 광덕대로 ***, 장은타워 ***호 (고잔동)",경기도 안산시 단원구 고잔동 ***-* 장은타워,,2026-03-26 22:46:10,,184799.156746134,423500.780771631
그랜드24시동물병원,20151105,폐업,,0,12755,경기도 광주시 경안안길 * (경안동),경기도 광주시 경안동 ***-*,,2026-01-13 17:15:33,,222227.860488953,434738.68496788
꾸러기 펫,20160325,폐업,,0,12739,"경기도 광주시 중앙로***번길 *, *층 (송정동)",경기도 광주시 송정동 ***-** *층,,2026-01-13 17:15:33,,222752.569688842,436266.011889493
파우파우(PAW PAW),20160429,폐업,031-765-8777,0,12768,경기도 광주시 순암로 *** (중대동),경기도 광주시 중대동 **-*,,2026-01-13 17:15:33,,219426.96048299,433370.310771944
도그파파,20160512,폐업,,0,12774,"경기도 광주시 문형동 오포로 ***, *층",경기도 광주시 문형동 ***-* *층,12774,2026-01-13 17:15:33,,,
멋내는 애견,20170118,폐업,,0,12756,경기도 광주시 중앙로 *** (경안동),경기도 광주시 경안동 **-**,,2026-01-13 17:15:33,,222701.20266392,434612.276922908
D&C 그루밍 샵,20170126,폐업,,0,12761,"경기도 광주시 문화로 **, *층 (경안동)",경기도 광주시 경안동 **-**,,2026-01-13 17:15:33,,222325.168880716,434205.667518446
꼬꼬마 강아지,20181009,폐업,,0,14593,"경기도 부천시 원미구 상이로**번길 **-*, *층 (상동)",경기도 부천시 원미구 상동 ***-*,,2026-01-13 17:18:35,,177164.507842145,443225.818056047
뽀독,20181026,폐업,032-342-0988,0,14694,"경기도 부천시 소사구 소삼로 **-*, 부천소사역 푸르지오 상가 ***,***호 (소사본동)",경기도 부천시 소사구 소사본동 ***-** 부천소사역 푸르지오 상가,,2026-01-13 17:18:35,,182072.30130011,441921.335628752
하비펫,20181115,폐업,032-202-8475,0,14784,"경기도 부천시 소사구 양지로***번길 *, 가동 ***호 (옥길동)",경기도 부천시 소사구 옥길동 ***-*,,2026-01-13 17:18:35,,184011.380789621,440833.884317853
사바나 코쉬카,20181205,폐업,,0,14548,"경기도 부천시 원미구 중동로***번길 **, 신풍프라자 *층 ***호 (중동)",경기도 부천시 원미구 중동 ****-* 신풍프라자,,2026-01-13 17:18:35,,179838.939353663,444389.332995523
망고&amp;체리 애견샵,20190116,폐업,,0,14416,"경기도 부천시 오정구 원종로***번길 **, ***호 (고강동, 청광플러스원)",경기도 부천시 오정구 고강동 *** 청광플러스원,,2026-01-13 17:18:35,,183481.245106487,447219.449881369
뭉개뭉개,20190222,폐업,,0,14573,"경기도 부천시 원미구 부흥로 ***, *층 (원미동)",경기도 부천시 원미구 원미동 ***-**,,2026-01-13 17:18:35,,181292.26726379,442807.798431834
쿠잉펫,20190226,폐업,032-325-0608,0,14543,"경기도 부천시 원미구 상동로***번길 **, 진성프라자 ***호 (상동)",경기도 부천시 원미구 상동 ***-* 진성프라자,,2026-01-13 17:18:35,,177945.57287303,445076.582440976
꿈애견,20111110,폐업,,0,16570,경기도 수원시 권선구 경수대로 *** (권선동),경기도 수원시 권선구 권선동 ***-*,,2026-01-13 17:19:36,,202120.904579256,417923.686898267
하이펫살롱,20120330,폐업,,,,"경기도 수원시 권선구 동수원로***번길 **, ***호 (곡반정동)",경기도 수원시 권선구 곡반정동 ***-* ***호,,2026-01-13 17:19:36,,202809.465867517,415995.853251168
가가아쿠아,20130318,폐업,,,,,경기도 부천시 원미구 상동 ***-* 킴스클럽 *층,,2026-01-13 17:18:35,,178411.442079953,444684.405331659
멍바라기,20130412,폐업,,0,,,경기도 부천시 소사구 송내동 ***-**,,2026-01-13 17:18:35,,178416.976146208,442380.869362825
달콤펫,20130430,폐업,,0,14543,"경기도 부천시 원미구 길주로 **, *층 ***호 (상동, 리파인빌 )",,,2026-01-13 17:18:35,,177871.750083275,444936.910693052
주식회사 펫뱅크,20130503,폐업,032-650-8000,0,,,경기도 부천시 원미구 상동 ***-* 홈플러스 부천상동점 *층,,2026-01-13 17:18:35,,178267.428293028,444706.144749999
쥬쥬,20130508,폐업,,0,,,경기도 부천시 오정구 삼정동 ***-*,,2026-01-13 17:18:35,,179751.552869245,446522.08439943
펫샵,20130701,폐업,,0,,,경기도 부천시 원미구 심곡동 ***,,2026-01-13 17:18:35,,180682.178867611,442929.432148975
위드펫,20130701,폐업,,0,,,경기도 부천시 소사구 송내동 ***-*,,2026-01-13 17:18:35,,179917.371665034,442466.683174369
강아지나라,20130716,폐업,,0,14577,경기도 부천시 원미구 부천로***번길 *-* (심곡동),경기도 부천시 원미구 심곡동 **-*,,2026-01-13 17:18:35,,180815.326817656,443607.941577167
쉬어가개,20190408,폐업,,0,17733,"경기도 평택시 서정로 ***, *층 (서정동)",경기도 평택시 서정동 ****-*,,2026-01-13 17:27:05,,205791.363903162,395932.136558831
차일드독 강아지,20190423,폐업,,0,17851,"경기도 평택시 비전*길 **-*, *층 (비전동)",경기도 평택시 비전동 ***-*,,2026-01-13 17:27:05,,208992.842705503,389293.061934838
평택 강아지 고양이 미용 분양,20190531,폐업,,0,17854,"경기도 평택시 비전*로 ***, 좋은메디타워 *층 ***호 (비전동)",경기도 평택시 비전동 ****-* 좋은메디타워 ***호,,2026-01-13 17:27:05,,210049.871724006,388925.793714913
