bizplc_nm,bsn_state_nm,licensg_ymd,refine_road_nm_addr,refine_lotno_addr,refine_zipno,locplc_faclt_telno_dtls,refine_wgs84_lat,refine_wgs84_logt,licensg_rtrcn_ymd,clsbiz_ymd,tcbiz_bgng_ymd,tcbiz_end_ymd,bizcond_div_nm_info,xcrd_vl,ycrd_vl,cultur_phstrn_indutype_nm,cultur_bizman_div_nm,tot_floor_cnt,circumfr_envrn_nm,faclt_ar,ground_floor_cnt,bsmnt_floor_cnt,buldng_purpos_nm,passway_wdth,light_faclt_ilum_amnt,sngrum_rom_cnt,yongroom_cnt,emgncy_strs_yn,emgnexit_yn,man_dong_ventltn_yn,yongroom_yn,specl_light_yn,sondfaclt_yn,tot_gamemchn_vcnt,provsn_gamesw_nm,first_reg_hr,region_div_nm
해피노래연습장,영업중,19990928,"경기도 안산시 단원구 달미로 67 (선부동,지하)",경기도 안산시 단원구 선부동 1143-6 지하,15218,,37.3419483747,126.814852964,,,,,,183523.499232759,426673.410301232,노래연습장업,유통관련업,,,100.38,,1,근린생활시설,,,6,3,N,N,N,Y,N,N,,,,
해피노래연습장,영업중,20020806,"경기도 부천시 소사구 경인로234번길 15, 2층 (심곡본동)",경기도 부천시 소사구 심곡본동 672-10 2F,14711,032-651-4406,37.4825078914,126.7816302848,,,,,,180618.199866656,442278.572516883,노래연습장업,유통관련업,,,164.3,2,,,,,6,1,N,Y,Y,Y,Y,Y,,,,
해피노래연습장,영업중,20000721,"경기도 성남시 분당구 분당로53번길 14 (서현동,서현프라자지하)",경기도 성남시 분당구 서현동 268-4 서현프라자지하,13591,,37.3838371925,127.122183047,,,,,,210752.269345121,431310.894410991,노래연습장업,유통관련업,8,학교정화(상대),166.0,5,3,근린생활시설,1.0,42.0,14,6,Y,Y,Y,Y,Y,Y,,,,중심상업지역
해피노래연습장,영업중,20061120,"경기도 수원시 영통구 봉영로1759번길 8-15 (영통동,3층)",경기도 수원시 영통구 영통동 946-7 3층,16712,,37.2668615675,127.0812523153,,,,,,207134.899019577,418326.246687309,노래연습장업,유통관련업,6,,214.92,3,,근린생활시설,,,7,2,Y,Y,Y,Y,Y,Y,,,,
해피노래연습장,폐업,20071129,"경기도 안산시 단원구 중앙대로 463 (원곡동,지하)",경기도 안산시 단원구 원곡동 798-7 지하,15393,,37.3279153271,126.7906108913,,20201014,,,,181369.996346001,425120.806198369,노래연습장업,유통관련업,5,,270.6,4,1,,,,7,,,,,,,,,,,
해피노래연습장,폐업,19930915,"경기도 안양시 동안구 관평로 328, 지층 1호 (관양동)",경기도 안양시 동안구 관양동 1404,13937,,37.4053992186,126.9579433409,,20230530,,,,196205.036048061,433698.376399789,노래연습장업,유통관련업,,,88.4,,,,,,8,8,N,N,N,Y,N,N,,,,
해피데이,폐업,20030115,경기도 용인시 처인구 양지면 양지로 162,경기도 용인시 처인구 양지면 양지리 477-2,17158,,37.2341293894,127.2862632684,,20040603,,,,225327.503830208,414728.746292836,노래연습장업,유통관련업,3,기타,60.47,3,,근린생활시설,1.0,40.0,4,1,Y,Y,Y,Y,Y,Y,,,,준주거지역
해피데이 노래연습장,폐업,20071011,"경기도 성남시 중원구 성남대로1148번길 5-1, 3층 (성남동)",경기도 성남시 중원구 성남동 3221 3층,13364,,37.432580869,127.1298730804,,20210429,,,,211424.805913815,436724.180853243,노래연습장업,유통관련업,4,,104.5,3,1,근린생활시설,,,6,,N,N,N,,N,N,,,,일반상업지역
해피소울 노래연습장,영업중,20101109,"경기도 남양주시 늘을2로 26 (호평동,메인시네마타워 209호)",경기도 남양주시 호평동 640 메인시네마타워 209호,12150,031-595-3974,37.6550950658,127.2441133261,,,,,,221468.586010805,461438.064834388,노래연습장업,유통관련업,2,,154.74,,,근린생활시설,,,9,2,,,,Y,,,,,,
해피쏭,폐업,20020328,경기도 수원시 영통구 아주로 24  (원천동),경기도 수원시 영통구 원천동 25-10,16502,,37.2769462097,127.0441193244,,20080708,,,,203842.398738493,419442.115873665,노래연습장업,유통관련업,,,,,,,,,,2,N,N,N,Y,N,N,,,,
해피쏭노래연습장,폐업,20090304,"경기도 수원시 영통구 아주로 24, 지층 (원천동)",경기도 수원시 영통구 원천동 25-10 지층,16502,,37.2769462097,127.0441193244,,20201217,,,,203842.398738493,419442.115873665,노래연습장업,유통관련업,5,,95.7,4,1,,,,5,1,,,,Y,,,,,,
해피엔딩 노래연습장,영업중,20030224,경기도 수원시 장안구 조원로 80-1 (조원동),경기도 수원시 장안구 조원동 734-19,16282,,37.3003728593,127.0167285154,,,,,,201413.76090044,422045.013701598,노래연습장업,유통관련업,,,92.0,,1,,,,4,1,Y,Y,Y,Y,Y,Y,,,,
해피엔딩 노래연습장,영업중,20010531,"경기도 수원시 권선구 세권로181번길 20-9, 지하1층 (권선동)",경기도 수원시 권선구 권선동 1052-7 지하1층,16566,,37.2565269973,127.0251055479,,,,,,202155.820675373,417178.930987364,노래연습장업,유통관련업,,,235.44,,1,,,,6,1,N,N,N,Y,N,N,,,,
해피원노래연습장,영업중,20101206,경기도 안산시 상록구 도매시장로 109 (일동),경기도 안산시 상록구 일동 576-6 3층,15322,,37.3151471456,126.864323755,,,,,,187902.543342244,423691.125367471,노래연습장업,유통관련업,,,162.0,,,근린생활시설,,,5,,,,,,,,,,,
해피정노래연습장,영업중,20021002,경기도 안산시 상록구 본오로4길 2 (본오동),경기도 안산시 상록구 본오동 667-12,15567,,37.2882852985,126.8658810266,,,,,,188036.440812642,420711.048122698,노래연습장업,유통관련업,,,128.76,,1,,,,5,1,N,Y,N,Y,N,N,,,,
해피존 노래연습장,폐업,20041106,,경기도 고양시 일산서구 일산동 13블럭 3로트,,,,,,20081229,,,,,,노래연습장업,유통관련업,,,,,,,,,,,,,,,,,,,,
해피코인노래연습장,영업중,20150824,"경기도 고양시 일산동구 중앙로1261번길 57, 306호 (장항동, 레이크프라자)",경기도 고양시 일산동구 장항동 861-1,10402,,37.6572930446,126.7709819044,,,,,,179723.820713622,461680.941352809,노래연습장업,유통관련업,,,106.1,,,근린생활시설,1.0,,16,16,Y,Y,Y,Y,,Y,,,,
핵꿀잼노래연습장,폐업,20080701,"경기도 광명시 광명로 960, 지1층 (광명동)",경기도 광명시 광명동 57-2(지1층),14211,070-4133-1649,37.4842940974,126.856989083,,20200619,,,,187280.574066814,442464.721593884,노래연습장업,유통관련업,,,212.28,,1,근린생활시설,,,6,0,N,N,N,,N,N,,,,
핵인싸코인노래연습장,영업중,20190726,"경기도 김포시 고촌읍 장차로 1, 3층 303호",경기도 김포시 고촌읍 신곡리 533-30,10126,,37.6025651667,126.7696470689,,,,,,,,노래연습장업,유통관련업,,,253.0,,,근린생활시설,,,17,17,,,,Y,,,,,,
햇님노래연습장,폐업,20030121,경기도 연천군 전곡읍 전곡로154번길 7-10,경기도 연천군 전곡읍 전곡리 462-10,11033,,38.0264552086,127.0687965068,,20191210,,,,205968.026111165,502630.308521877,노래연습장업,유통관련업,,,99.2,,,,,,4,,N,N,N,,N,N,,,,
햇님노래연습장,폐업,20021224,"경기도 구리시 안골로86번길 24 (수택동,지층)",경기도 구리시 수택동 436-17 지층,11933,,37.5964205222,127.1413992584,,20230628,,,,212417.285070227,454909.733673178,노래연습장업,유통관련업,,,74.0,,,,,,5,1,N,N,N,Y,N,N,,,,
햇빛,영업중,19971008,"경기도 고양시 덕양구 행신로 357, 지층호 (행신동)",경기도 고양시 덕양구 행신동 915 지층호,10493,031-972-6887,37.625663935,126.8444522216,,,,,,186201.297205987,458157.611252152,노래연습장업,유통관련업,,,65.92,,,,,,5,1,N,N,N,,N,N,,,,
햇빛노래연습장,영업중,19970118,경기도 하남시 신장로 160 (덕풍동),경기도 하남시 덕풍동 393-1,12970,,37.540208258,127.2015262239,,,,,,217739.864146862,448681.038141714,노래연습장업,유통관련업,4,기타,66.0,,1,근린생활시설,1.0,40.0,5,2,Y,Y,Y,Y,N,Y,,,,근린상업지역
행복 노래연습장,영업중,20011105,경기도 하남시 하남대로855번길 46 (덕풍동),경기도 하남시 덕풍동 386-9,12971,,37.5415608522,127.2017472265,,,,,,217758.059769328,448828.64942489,노래연습장업,유통관련업,6,기타,78.47,,1,근린생활시설,1.0,40.0,5,1,Y,Y,Y,Y,N,Y,,,,준주거지역
행복 노래연습장,영업중,19990428,"경기도 시흥시 동서로 1095 (조남동,지하1층)",경기도 시흥시 조남동 산 6-10 지하1층,14984,031-403-9620,37.3866401971,126.8602414044,,,,,,187550.886904447,431628.34671017,노래연습장업,유통관련업,,,115.92,,,,,,5,2,N,N,N,,N,N,,,,
행복 노래연습장,영업중,19960408,"경기도 고양시 일산동구 강송로73번길 48, 지층호 (백석동)",경기도 고양시 일산동구 백석동 1281-4,10446,,37.6451936676,126.7881030424,,,,,,181231.259827959,460334.162079974,노래연습장업,유통관련업,,,69.12,,,,,,2,,Y,Y,Y,,N,Y,,,,
행복 노래연습장,폐업,19980624,경기도 부천시 원미구 장말로352번길 17 (심곡동),경기도 부천시 원미구 심곡동 375-15,14632,,37.4896697678,126.7809961166,,20201210,,,,180562.355733804,443073.620021951,노래연습장업,유통관련업,,,90.66,,,,,,4,3,Y,Y,Y,Y,Y,Y,,,,
행복노래연습장,영업중,20230118,"경기도 안산시 단원구 부부로 14, 반월공단계량중영업소 지층 (원곡동)",경기도 안산시 단원구 원곡동 786-11 반월공단계량중영업소,15394,,37.329934498,126.7891245047,,,,,,181240.844277593,425346.760054187,노래연습장업,유통관련업,,,173.73,,,,,,7,0,,,,,,,,,,
행복노래연습장,영업중,20030728,경기도 부천시 원미구 부천로 115 (심곡동),경기도 부천시 원미구 심곡동 93-3,14577,,37.494550762,126.7847389898,,,,,,180893.232887435,443617.268216024,노래연습장업,유통관련업,4,,94.33,3,1,근린생활시설,1.0,66.0,5,2,Y,Y,Y,Y,Y,Y,,,,일반주거지역
행복노래연습장,영업중,20060912,"경기도 여주시 우암로 22, 2층 (하동)",경기도 여주시 하동 296-3,12623,031-886-2252,37.2968862691,127.6327557367,,,,,,256033.283093454,421843.857144599,노래연습장업,유통관련업,,,99.0,2,,,,,4,,N,N,N,Y,N,N,,,,
행복노래연습장,폐업,20050804,경기도 수원시 팔달구 경수대로466번길 51  (인계동),경기도 수원시 팔달구 인계동 1035-10,16489,,37.2671381916,127.0300691085,,20060924,,,,202594.759422835,418352.098282977,노래연습장업,유통관련업,5,유흥업소밀집지역,225.0,2,,근린생활시설,1.0,46.0,9,,Y,Y,Y,N,Y,Y,,,,중심상업지역
행복노래연습장,폐업,20030106,,경기도 부천시 소사구 계수동 25-2,,,,,,20040720,,,,183093.545482068,440263.854368324,노래연습장업,유통관련업,,,,,,,,,,2,N,Y,Y,Y,Y,Y,,,,
행복노래연습장,폐업,20010813,경기도 안양시 만안구 삼덕로 73 (안양동),경기도 안양시 만안구 안양동 710-49,14027,,37.3948169611,126.9180828411,,20150125,,,,192672.007459801,432530.54306435,노래연습장업,유통관련업,,,122.1,,,,,,7,1,N,N,N,Y,N,N,,,,
행복노래연습장,폐업,19980721,경기도 부천시 원미구 부천로 115  (심곡동),경기도 부천시 원미구 심곡동 93-3,14577,,37.494550762,126.7847389898,,20030407,,,,180893.232887435,443617.268216024,노래연습장업,유통관련업,,,100.74,,,,,,6,2,Y,Y,Y,Y,Y,Y,,,,
행복이가득한,폐업,19940418,,경기도 광주시 남종면 분원리 259-2,12708,,37.4981628845,127.3026249597,,20090813,,,,226693.712575008,444036.600737358,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
행복한 노래연습장,영업중,20061117,경기도 의정부시 가능로119번길 17 (가능동),경기도 의정부시 가능동 644-8 지상3층,11678,,37.7477058811,127.0438009206,,,,,,203793.328137234,471687.093971557,노래연습장업,유통관련업,9,주택가주변,190.42,3,,,1.0,40.0,9,4,Y,Y,Y,Y,Y,Y,,,,주거지역
행복한노래연습장,폐업,20020524,"경기도 안산시 단원구 고잔1길 37  (고잔동,101,104-111호)","경기도 안산시 단원구 고잔동 539-19 101,104-111호",15361,,37.3184438607,126.8376045435,,20121009,,,,185535.01,424059.92,노래연습장업,유통관련업,,,266.06,1,,근린생활시설,,,11,11,N,N,N,Y,N,N,,,,
행운,영업중,20100330,"경기도 고양시 덕양구 고양대로1369번길 42 (성사동,지1층)",경기도 고양시 덕양구 성사동 368-2 지1층,10463,,37.6561177157,126.8378661563,,,,,,185623.874905827,461538.71072895,노래연습장업,유통관련업,,,81.5,,,근린생활시설,,,5,0,Y,Y,,,,,,,,주거지역
행운,폐업,19940509,경기도 고양시 덕양구 마상로154번길 45-1  (성사동),경기도 고양시 덕양구 성사동 367-15,10463,031-969-3193,37.6569220042,126.8379874467,,20010129,,,,185637.068067981,461627.047537595,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
행운,폐업,20030109,경기도 용인시 수지구 고기로 418  (고기동),경기도 용인시 수지구 고기동 183,16801,,37.3601925914,127.0633042664,,20061128,,,,205537.635196658,428682.98840362,노래연습장업,유통관련업,4,기타,109.0,3,1,근린생활시설,2.0,40.0,8,2,Y,Y,Y,Y,Y,Y,,전체이용가,,자연녹지지역
행운 노래연습장,영업중,20040224,"경기도 고양시 일산동구 강송로74번길 73 (백석동,지층)",경기도 고양시 일산동구 백석동 1153 지층,10445,,37.6494563514,126.7909983512,,,,,,181488.255543203,460807.746074747,노래연습장업,유통관련업,,,89.57,,,,,,4,1,N,N,N,Y,N,N,,,,
행운 노래연습장,영업중,20021010,경기도 성남시 중원구 성남대로1148번길 30 (성남동),경기도 성남시 중원구 성남동 3382,13367,,37.4328773099,127.1324374734,,,,,,211650.118938174,436756.912837604,노래연습장업,유통관련업,,,109.26,,1,,,,5,1,N,N,N,Y,N,N,,,,
행운 노래연습장,폐업,20090521,경기도 용인시 기흥구 덕영대로 1753  (하갈동),경기도 용인시 기흥구 하갈동 486,17099,,37.2503197174,127.0834637585,,20100413,,,,207329.672983827,416478.66333599,노래연습장업,유통관련업,1,,229.4,,,,,,,,,,,,,,,,,
행운 노래연습장,폐업,19990108,경기도 의정부시 동일로 676 (금오동),경기도 의정부시 금오동 380-30 지하1층,11750,,37.7481940822,127.0536052534,,20200530,,,,204653.127317729,471747.829745973,노래연습장업,유통관련업,,,99.0,,1,,,,6,,N,N,N,,N,N,,,,
행운노래방,영업중,19951118,"경기도 남양주시 화도읍 마석로17번안길 1, 지하1층",경기도 남양주시 화도읍 마석우리 305-14,12176,031-593-2570,37.6543014191,127.3052102502,,,,,,226861.027740391,461367.795419315,노래연습장업,유통관련업,3,,90.3,3,1,근린생활시설,1.0,,5,1,N,N,N,Y,N,N,,,,일반주거지역
행운노래방,영업중,19980807,"경기도 남양주시 석실로 716-21 (금곡동,1층)",경기도 남양주시 금곡동 655-1 1층,12239,,37.6258017572,127.2020115749,,,,,,217763.09360825,458181.676640369,노래연습장업,유통관련업,,,111.36,,,,,,5,2,N,N,N,Y,N,N,,,,
행운노래방,폐업,20010220,경기도 안성시 서운면 신촌양동길 2,경기도 안성시 서운면 인리 107-6,17607,,36.9429990548,127.2599349287,,20110803,,,,223085.572391611,382410.171373261,노래연습장업,유통관련업,,,138.6,,,,,,,1,N,N,N,Y,N,N,,,,
행운노래방,폐업,19990907,,경기도 남양주시 진접읍 장현리 378-17,12013,,37.7188338019,127.183201029,,20021223,,,,216090.89850732,468502.37031009,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
행운노래연습장,영업중,19990705,"경기도 안산시 단원구 대부중앙로 97 (대부북동,지1층)",경기도 안산시 단원구 대부북동 473-2 지1층,15645,032-881-5600,37.2429634012,126.5847887606,,,,,,163090.775122604,415748.905707476,노래연습장업,유통관련업,,,50.0,,,근린생활시설,,,8,,N,N,N,,N,N,,,,
행운노래연습장,영업중,19941104,경기도 파주시 조리읍 봉천로 25,경기도 파주시 조리읍 봉일천리 141-22,10937,,37.7431099908,126.8087996569,,,,,,183078.062643198,471199.894083116,노래연습장업,유통관련업,,,75.9,,,,,,4,2,N,N,N,,N,N,,,,
행운노래연습장,영업중,20210817,"경기도 고양시 덕양구 토당로 130, 허스프라자 지층 (토당동)",경기도 고양시 덕양구 토당동 251-16 허스프라자,10507,,37.626424782,126.8180749905,,,,,,183879.454624704,458252.484993714,노래연습장업,유통관련업,,,170.21,,,,,,5,1,,,,Y,,,,,,
행운노래연습장,영업중,19990727,"경기도 안산시 단원구 와동1로 20, 지층호 (와동)",경기도 안산시 단원구 와동 727 지층호,15269,,37.3340602103,126.8240568837,,,,,,184338.381502848,425796.164833494,노래연습장업,유통관련업,,,149.0,,,근린생활시설,,,1,,N,N,N,,N,N,,,,
행운노래연습장,영업중,20030903,"경기도 용인시 수지구 풍덕천로130번길 5-5, 지하1층 (풍덕천동)",경기도 용인시 수지구 풍덕천동 718-9,16835,,37.3232976765,127.0968199901,,,,,,208510.97834773,424592.539432518,노래연습장업,유통관련업,,,178.0,,,근린생활시설,,,5,,N,N,N,,N,N,,,,
행운노래연습장,영업중,20211022,"경기도 양평군 용문면 용문시장5길 5, 지하1층",경기도 양평군 용문면 다문리 322-7,12523,,37.4851492457,127.5951841692,,,,,,252571.557062021,442719.849838888,노래연습장업,유통관련업,,,100.3,,1,,,,2,,,,,,,,,,,
행운노래연습장,영업중,19931204,"경기도 남양주시 퇴계원읍 퇴계원로106번길 1, 지하1층",경기도 남양주시 퇴계원읍 퇴계원리 75-18 지하1층,12119,031-572-5341,37.6558827632,127.1445939476,,,,,,212689.209310248,461502.657231328,노래연습장업,유통관련업,,,94.85,,,,,,5,,N,N,N,,N,N,,,,
행운노래연습장,영업중,20021224,경기도 의왕시 복지로 100-1 (내손동),경기도 의왕시 내손동 669-4,16028,,37.3865576018,126.981405859,,,,,,198284.66715599,431608.679366781,노래연습장업,유통관련업,,,108.65,,,,,,6,2,N,N,N,Y,N,N,,,,
행운노래연습장,영업중,20041111,"경기도 안양시 동안구 경수대로 611, 지하1층 (호계동)",경기도 안양시 동안구 호계동 938-21,14114,,37.3768951636,126.9554039003,,,,,,195976.77908688,430535.623020497,노래연습장업,유통관련업,,기타,162.7,,,,1.0,40.0,5,1,N,Y,Y,,Y,Y,,,,주거지역
행운노래연습장,영업중,19990629,경기도 포천시 가산면 가산로 333,경기도 포천시 가산면 마산리 400-29,11164,,37.846513831,127.1862131997,,,,,,216313.739607402,482678.669494536,노래연습장업,유통관련업,1,기타,53.32,1,,근린생활시설,1.0,7.0,4,2,Y,Y,Y,,Y,Y,,,,일반상업지역
