licensg_ymd,bizplc_nm,unity_bsn_state_nm,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,locplc_ar_info,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,xcrd_vl,ycrd_vl,sanittn_bizcond_nm,buldng_ground_floor_cnt,buldng_bsmnt_floor_cnt,use_bgng_ground_floor_cnt,use_last_ground_floor_cnt,use_bgng_bsmnt_floor_cnt,use_last_bsmnt_floor_cnt,cdtnl_prmsn_dclr_resn,cdtnl_prmsn_bgng_ymd,cdtnl_prmsn_end_ymd,buldng_posesn_div_nm,whm_cnt,female_enflpsn_cnt,male_enflpsn_cnt,retrvl_dry_cnt,bed_noc,multi_utlz_bizest_yn
20100224,호반세탁,영업/정상,영업,,031-216-0709,28.38,"경기도 용인시 기흥구 흥덕1로79번길 37, 104호 (영덕동,호반베르디움 단지내상가)",경기도 용인시 기흥구 영덕동 976 호반베르디움 단지내상가 104호,16953,37.2773336405,127.0705911175,일반세탁업,206150.36247787,419515.01260462,일반세탁업,0,0,1,1,,,,,,,2,,,1,,N
20130927,호반세탁,영업/정상,영업,,02-356-3855,32.80,"경기도 고양시 덕양구 세솔로 25, 102호 (동산동, 동산마을22단지 호반베르디움 401동)",경기도 고양시 덕양구 동산동 365 동산마을22단지 호반베르디움 401동 102호,10597,37.6468470995,126.8884407047,일반세탁업,190200.784451378,460450.177471556,일반세탁업,2,1,1,1,,,,,,,1,,,1,,N
20020225,호반세탁,영업/정상,영업,,031-989-4100,58.40,"경기도 김포시 김포한강2로 229, E동 110-1호 (장기동, 한강호반베르디움)",경기도 김포시 장기동 1885-6 한강호반베르디움,10084,37.6481117798,126.6603110887,일반세탁업,169900.575678815,460481.247942229,일반세탁업,,,,,,,,,,,,,,,,N
20010516,호반세탁소,영업/정상,영업,,031-497-3663,21.30,"경기도 시흥시 배곧4로 106-25, 1145동 1층 101호 (정왕동, 호반베르디움 센트로하임아파트)",경기도 시흥시 정왕동 2503 호반베르디움 센트로하임아파트,15010,37.3704292592,126.7322738132,일반세탁업,176361.115201992,429850.0814054,일반세탁업,,,,,,,,,,,,,,,,N
20040319,호반세탁소,영업/정상,영업,,031-498-1275,32.00,"경기도 시흥시 서울대학로 328, 상가1동 201호 (정왕동, 호반더프라임)",경기도 시흥시 정왕동 2501 호반더프라임 상가동 201호,15010,37.3719477129,126.7287572112,일반세탁업,175969.698203973,430137.391135272,일반세탁업,,,,,,,,,,,,,,,,N
20031126,호반세탁소,폐업,폐업,20040217,031-883-8589,36.00,경기도 여주시 세종로 254-16,경기도 여주시 교동 산 81-2 리젠시빌 상가 104호,12652,37.274348523,127.6352089477,일반세탁업,,,일반세탁업,2,,1,1,,,,,,임대,,,,,,N
20040308,호반세탁소,폐업,폐업,20250414,,36.00,경기도 여주시 세종로 254-16,경기도 여주시 교동 81-2,12652,37.2746817827,127.6354351372,일반세탁업,256139.747545218,419347.006625823,일반세탁업,0,0,1,1,0,0,,,,임대,0,,,1,,N
19961207,호법세탁소,폐업,폐업,20070919,,29.16,경기도 이천시 호법면 대덕산로 224-9,경기도 이천시 호법면 주미리 444-2,17398,37.2132889651,127.4287026237,일반세탁업,237976.012279835,412467.596512557,일반세탁업,,,,,,,,,,,,,,,,N
20071227,호법이천세탁소,폐업,폐업,20140609,,37.60,경기도 이천시 호법면 이섭대천로 526 (외 1필지 B동),경기도 이천시 호법면 후안리 226 외 1필지 B동,17394,37.2224012087,127.4270483516,일반세탁업,237834.596868394,413472.59865448,일반세탁업,1,1,1,1,0,0,,,,임대,2,,,,,N
20050429,호법크리닝,폐업,폐업,20191231,031-637-3074,150.00,경기도 이천시 호법면 관진로 15-12,경기도 이천시 호법면 매곡리 187,17396,37.2140477835,127.3946307489,일반세탁업,234972.618909233,412516.68864664,일반세탁업,1,,1,1,,,,,,임대,2,,,,,N
20051005,호산나1/2세탁전문점,폐업,폐업,20080811,,31.50,경기도 구리시 원수택로 5-18,경기도 구리시 수택동 751-62,11933,37.5931941555,127.1385941874,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
19940203,호산컴퓨터세탁소,폐업,폐업,20180509,031-641-2518,19.04,경기도 이천시 장호원읍 장감로 71,경기도 이천시 장호원읍 장호원리 114-11,17418,37.117282587,127.6305842133,일반세탁업,255973.218560002,401909.62983684,일반세탁업,0,0,0,0,0,0,,,,,0,,,0,,N
20050810,호석세탁소,영업/정상,영업,,031-765-1963,25.00,경기도 광주시 경안로25번길 10-1 (경안동),경기도 광주시 경안동 33-15,12760,37.4089073258,127.257201958,일반세탁업,222701.086899707,434121.47299845,일반세탁업,4,1,1,1,,,,,,,,,,,,N
20110530,호수마을세탁,영업/정상,영업,,031-282-4755,29.70,"경기도 용인시 기흥구 동백7로 53 (동백동, 호수마을주공아파트 가상가동 105호)",경기도 용인시 기흥구 동백동 602 호수마을주공아파트 가상가동 105호,17000,37.2829447686,127.157681212,일반세탁업,213904.76575611,420234.574701061,일반세탁업,0,0,1,1,0,0,,,,임대,1,,,1,,N
20200422,호수명품세탁,영업/정상,영업,,,34.32,"경기도 시흥시 목감남서로 92-12, 103호 (산현동, 호수품애)",경기도 시흥시 산현동 514 호수품애,14989,37.3739415941,126.8440967215,일반세탁업,186062.408532662,430256.52627477,일반세탁업,0,0,0,0,0,0,,,,,1,0,0,2,,N
20180806,호수세탁,영업/정상,영업,,031-211-7770,62.05,"경기도 수원시 영통구 센트럴파크로 6, 106호 (하동, 힐스테이트 광교)",경기도 수원시 영통구 하동 1021 힐스테이트 광교,16514,37.2842382111,127.0656220825,일반세탁업,205655.716453605,420360.087162086,일반세탁업,0,0,1,1,,,,,,,0,0,0,0,,N
20180420,호수세탁,영업/정상,영업,,031-373-5821,44.80,"경기도 화성시 동탄구 동탄대로6길 9, 1층 일부호 (산척동)",경기도 화성시 동탄구 산척동  584 1층일부호,18501,37.1686992343,127.1077351684,일반세탁업,,,일반세탁업,0,0,0,0,0,0,,,,,2,0,0,2,,N
20010908,호수세탁,폐업,폐업,20191106,031-906-7245,18.00,"경기도 고양시 일산동구 노루목로 104 (장항동, 호수분산상가 2103호)",경기도 고양시 일산동구 장항동 881 호수분산상가 2103호,10423,37.6493718,126.7770673576,일반세탁업,180328.272827578,460683.353717435,일반세탁업,0,0,0,0,0,0,,,,,0,,,1,,N
20030604,호수세탁소,폐업,폐업,20241210,031-413-1140,40.30,"경기도 안산시 단원구 광덕1로 80, 호수마을분산상가동 107호 (초지동, 731)",경기도 안산시 단원구 초지동 731 호수마을분산상가동 107호,15447,37.3049164615,126.8173894736,일반세탁업,183820.729738675,422668.356895436,일반세탁업,0,0,0,0,0,0,,,,,3,,,,,N
19960715,호수컴퓨터크리닝,영업/정상,영업,,031-904-5556,25.25,"경기도 고양시 일산동구 노루목로 81, 상가동 203호 (장항동, 호수마을)",경기도 고양시 일산동구 장항동 875 호수마을 상가동 203호,10413,37.64883459,126.77471472,일반세탁업,180001.007335725,460808.317636597,일반세탁업,0,0,0,0,0,0,,,,,0,,,1,,N
20050516,호원사,폐업,폐업,20071212,,16.32,경기도 의정부시 태평로138번길 12,경기도 의정부시 의정부동 9-17 진영빌라C동 102,11688,37.7449513888,127.0517745854,일반세탁업,204491.351170173,471386.235518337,일반세탁업,,,1,1,,,,,,임대,1,,,,,N
19950706,호원사,폐업,폐업,20141031,031-877-0950,16.75,경기도 의정부시 경의로85번길 29 (의정부동),경기도 의정부시 의정부동 576-2,11652,37.7344689705,127.0447106272,일반세탁업,203869.509919079,470223.864666732,일반세탁업,,,,,,,,,,,,,,,,N
20071226,호원세탁소,폐업,폐업,20110104,031-847-5361,20.10,경기도 의정부시 태평로138번길 12,경기도 의정부시 의정부동 9-17 진영빌라C동 102호,11688,37.7449513888,127.0517745854,일반세탁업,204491.351170173,471386.235518337,일반세탁업,0,0,1,1,0,0,,,,,1,,,,,N
20050225,호진세탁소,폐업,폐업,20070904,,25.39,경기도 동두천시 상패로 185,경기도 동두천시 상패동 5-13,11336,37.916575391,127.0532835567,일반세탁업,204614.987371589,490437.506216236,일반세탁업,1,,1,1,,,,,,임대,,,,,,N
20031112,호텔명품크리닝,폐업,폐업,20130124,031-264-5441,31.64,"경기도 용인시 수지구 수지로78번길 8 (상현동, 풀빛촌삼호벽산A 상가동 201호)",경기도 용인시 수지구 상현동 99 풀빛촌삼호벽산A 상가동 201호,16859,37.3096918809,127.0776294467,일반세탁업,206808.668372725,422987.532431283,일반세탁업,3,1,0,2,0,0,,,,임대,0,,,1,,N
19911210,호텔미란다,폐업,폐업,20040824,,215.55,경기도 이천시 중리천로115번길 45,경기도 이천시 안흥동 408-1,17372,37.2760922522,127.4511242582,일반세탁업,239936.874017955,419420.290824093,일반세탁업,,,,,,,,,,,,,,,,N
20120529,호텔세탁,영업/정상,영업,,031-382-8284,81.90,"경기도 군포시 삼성로20번길 13, 1층 일부호 (부곡동)",경기도 군포시 부곡동 1213-9 1층 일부,15874,37.3381979686,126.9340536467,일반세탁업,194087.595,426242.795000001,일반세탁업,0,0,1,1,0,0,,,,임대,4,,,0,,N
20120529,호텔세탁,폐업,폐업,20140724,031-381-2229,34.26,"경기도 안양시 동안구 관평로327번길 45 (관양동, 지상1층)",경기도 안양시 동안구 관양동 1390-1,13936,37.405620479,126.9550943619,일반세탁업,195964.18899779,433724.6069217,일반세탁업,,,,,,,,,,,,,,,,N
20140523,호텔세탁,폐업,폐업,20171117,031-402-7762,41.12,"경기도 안산시 단원구 광덕서로 56, 1층 103호 (고잔동, 금강프라자)",경기도 안산시 단원구 고잔동 715 금강프라자 103호,15476,37.3096607032,126.8273561069,일반세탁업,184625.493417213,423089.726512683,일반세탁업,,,,,,,,,,,,,,,,N
20171123,호텔세탁,영업/정상,영업,,02-899-4578,23.52,"경기도 광명시 양달로 7, 상가동 지하2층 201호 (일직동, 광명역푸르지오 상가동)",경기도 광명시 일직동 519 광명역푸르지오,14351,37.414494731,126.8809894654,일반세탁업,189326.244585979,434697.352956263,일반세탁업,0,0,,,,,,,,,3,0,0,0,,N
20070723,호텔세탁,폐업,폐업,20151218,031-406-8285,18.00,"경기도 안산시 상록구 감골2로 47, 1층 111호 (사동)",경기도 안산시 상록구 사동 1345-1 요진중심상가1층 111호,15622,37.2907033297,126.8480579225,일반세탁업,186595.09211889,420942.485810181,일반세탁업,0,0,,,,,,,,,0,,,,,N
20110421,호텔세탁공간,영업/정상,영업,,,195.75,경기도 남양주시 화도읍 비룡로360번길 22-39,경기도 남양주시 화도읍 가곡리 152,12035,37.6811526237,127.3053895617,일반세탁업,226874.868321173,464346.302507299,일반세탁업,1,0,1,1,,,,,,자가,3,,,0,,N
20051012,호텔세탁소,영업/정상,영업,,031-913-0210,25.08,"경기도 고양시 일산동구 무궁화로 11 (장항동,한라밀라트B동 108호)",경기도 고양시 일산동구 장항동 742-1 한라밀라트B동 108호,10364,37.6618944881,126.7659256092,일반세탁업,179292.356507914,462204.753197046,일반세탁업,10,1,1,1,0,0,,,,임대,2,,,1,,N
20050823,홈 클리닝,폐업,폐업,20051024,031-846-5704,48.38,경기도 의정부시 상금로 33,경기도 의정부시 금오동 80-13 외2필지 이롬프라자 101,11764,37.7577980643,127.0744248877,일반세탁업,206480.74087122,472833.367397485,일반세탁업,,,1,1,,,,,,임대,1,,,,,N
20030328,홈런세탁소,폐업,폐업,20110302,031-673-1070,105.00,경기도 안성시 중앙로371번길 17,경기도 안성시 석정동 1-4,17580,37.008505915,127.2684514769,일반세탁업,223822.311892272,389685.827868405,일반세탁업,1,,,1,,,,,,,,,,1,,N
19980615,홈세탁,폐업,폐업,20030227,031-879-8540,10.00,경기도 의정부시 호국로1183번길 14,경기도 의정부시 가능동 733-22,11667,37.7439420946,127.0355268641,일반세탁업,203061.400501518,471274.869784717,일반세탁업,,,,,,,,,,,,,,,,N
20001006,홈크리닝,폐업,폐업,20211005,031-638-0668,.00,경기도 이천시 서희로 99-1 (창전동),경기도 이천시 창전동 425-10,17365,37.2844358906,127.4436394694,일반세탁업,239270.865671104,420367.075034823,일반세탁업,,,,,,,,,,,,,,,,N
20030902,홈크리닝,폐업,폐업,20140319,032-344-4123,28.98,"경기도 부천시 소사구 은성로 172-9, 204호 (범박동, 현대홈타운 4단지상가)","경기도 부천시 소사구 범박동 150-2 ,현대홈타운 4단지상가 204호",14773,37.4701795271,126.8061186778,일반세탁업,182764.565130284,440796.974317281,일반세탁업,3,1,,2,,,,,,,,,,,,N
20060323,홈타운 세탁소,폐업,폐업,20070612,031-215-6111,28.12,,경기도 수원시 영통구 매탄동 176 현대홈타운(아) 1상가 203호,,,,일반세탁업,203453.57291244,418803.65082532,일반세탁업,3,1,2,2,,,,,,,,,,,,N
20210416,홈타운 세탁소,영업/정상,영업,,,33.20,경기도 안양시 동안구 관평로79번길 8-25 (평촌동),경기도 안양시 동안구 평촌동 910,14103,37.3853412156,126.963329164,일반세탁업,196681.909248487,431472.825046317,일반세탁업,,,,,,,,,,,,,,,,N
20111104,홈타운 세탁소,영업/정상,영업,,031-979-3933,33.66,"경기도 고양시 덕양구 능곡로13번길 15, 108-1호 (토당동, 한강 능곡역 성원상떼빌)",경기도 고양시 덕양구 토당동 342-7 한강 능곡역 성원상떼빌,10508,37.622018694,126.8198829935,일반세탁업,184031.477541637,457767.532703718,일반세탁업,3,0,1,1,,,,,,임대,3,,,1,,N
20040903,홈타운세탁,폐업,폐업,20050217,,38.11,경기도 부천시 소사구 범안로95번길 16,경기도 부천시 소사구 범박동 155-1 현대홈타운 3단지상가 204호,14782,37.4735183843,126.8098538007,일반세탁업,183162.703595032,441181.792072877,일반세탁업,3,,2,2,,,,,,임대,,,,,,N
20050715,홈타운세탁,폐업,폐업,20060116,,24.70,,경기도 용인시 기흥구 보정동 1615-2 월빙플라자(2층),,,,일반세탁업,,,일반세탁업,5,1,2,2,,,,,,임대,,,,,,N
20080212,홈타운세탁,폐업,폐업,20220830,031-442-0377,28.37,"경기도 안양시 동안구 안양천동로 162, 103호 (비산동, 비산힐스테이트(아)상가동)",경기도 안양시 동안구 비산동 576-7 외1필지,14039,37.3943586858,126.9407942427,일반세탁업,,,일반세탁업,1,0,1,1,0,0,,,,,1,,,1,,N
20060126,홈타운세탁소,폐업,폐업,20180219,031-272-0177,32.96,"경기도 용인시 기흥구 신촌로47번길 2, -동 102호 (보정동,보정프라자)",경기도 용인시 기흥구 보정동 1323-3 보정프라자 -동 102호,16904,37.3077128173,127.1103205396,일반세탁업,209711.536745074,422862.811580771,일반세탁업,0,0,0,0,0,0,,,,임대,0,,,1,,N
20070621,홈타운세탁소,폐업,폐업,20211006,031-215-6111,28.00,"경기도 수원시 영통구 권광로260번길 36 (매탄동,현대홈타운1상가107호)",경기도 수원시 영통구 매탄동 176 현대홈타운1상가107호,16532,37.2701681944,127.0395809554,일반세탁업,203453.57291244,418803.65082532,일반세탁업,2,,1,,,,,,,,,,,,,N
20050412,홈타운세탁소,영업/정상,영업,,032-344-3666,.00,"경기도 부천시 소사구 범안로95번길 16, 1층 106,107호 (범박동, 현대홈타운상가동)","경기도 부천시 소사구 범박동 155-1 ,현대홈타운상가동 1층 106,107호",14782,37.4735183843,126.8098538007,일반세탁업,183162.703595032,441181.792072877,일반세탁업,3,1,1,1,0,0,,,,임대,1,,,1,,N
20101123,홈타운세탁소,폐업,폐업,20180820,031-477-8881,27.36,"경기도 안양시 동안구 경수대로 458 (호계동, 호계2차현대홈타운아파트상가동 B25)",경기도 안양시 동안구 호계동 811 홈타운2차(아) 상가동 B25호,,,,일반세탁업,196449.742216582,429149.380180998,일반세탁업,0,0,0,0,0,0,,,,,2,,,1,,N
20070716,홈타운세탁소,폐업,폐업,20130125,031-265-4144,26.40,"경기도 용인시 수지구 현암로125번길 6 (죽전동, 그린프라자 104호)",경기도 용인시 수지구 죽전동 1178-1 그린프라자 104호,16876,37.3322462273,127.1235026604,일반세탁업,210878.900072523,425585.048816026,일반세탁업,0,0,0,0,0,0,,,,임대,0,,,1,,N
20181221,홈프리세탁소,폐업,폐업,20240220,031-659-3999,64.80,"경기도 평택시 팽성읍 신흥북로49번길 27, 상가동 103호 (평택 브라운스톤 험프리스)",경기도 평택시 팽성읍 안정리 360 평택 브라운스톤 험프리스 상가동 103호,17977,36.9647858565,127.0489081355,일반세탁업,204281.238214546,384869.952867433,일반세탁업,0,0,,,1,1,,,,임대,1,0,0,0,,N
20091026,홍두기세탁소,폐업,폐업,20100906,031-898-5454,20.40,경기도 수원시 팔달구 중부대로183번길 27,경기도 수원시 팔달구 우만동 606 동수원신도브래뉴 상가동 104호,16494,37.2786373347,127.036258124,일반세탁업,203169.142070748,419613.320136747,일반세탁업,0,0,1,1,0,0,,,,,1,,,1,,N
19900609,홍명사,폐업,폐업,20020225,,16.40,,경기도 평택시 세교동 206-1,17828,37.0031200359,127.0745690535,일반세탁업,206567.847925634,389055.413958544,일반세탁업,,,,,,,,,,,,,,,,N
19870902,홍명세탁소,폐업,폐업,19951212,,12.80,,경기도 이천시 창전동 61-11,,,,일반세탁업,,,일반세탁업,0,0,0,0,0,0,,,,,,,,,,N
19870625,홍성세탁소,영업/정상,영업,,031-252-0332,43.13,"경기도 수원시 장안구 경수대로1073번길 36, 1층 (파장동)",경기도 수원시 장안구 파장동 579-14,16349,37.3076052791,126.9937972946,일반세탁업,199379.409274514,422845.703720154,일반세탁업,2,,1,1,,,,,,,,,,,,N
19941119,홍성세탁소,폐업,폐업,20101129,031-253-4897,15.18,,경기도 수원시 팔달구 고등동 162-2,,,,일반세탁업,200043.489650638,419213.915686535,일반세탁업,1,,1,1,,,,,,,,,,,,N
19880611,홍은세탁소,폐업,폐업,20100331,,.00,,경기도 용인시 기흥구 고매동 697-2,17102,,,일반세탁업,208576.939221617,413362.707830374,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20081022,홍익세탁소,폐업,폐업,20130819,031-905-6188,34.78,"경기도 고양시 일산동구 일산로286번길 7-8 (마두동,1층일부)",경기도 고양시 일산동구 마두동 903-5 1층일부,10412,37.6617863544,126.7864933772,일반세탁업,181093.151794421,462174.351005899,일반세탁업,0,0,0,0,0,0,,,,,2,,,1,,N
19930316,홍인세탁소,폐업,폐업,20080611,,.00,,경기도 파주시 문산읍 당동리 산 75-8,10817,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
20080612,홍인세탁소,영업/정상,영업,,031-952-1163,57.00,"경기도 파주시 문산읍 봉미로 22, 1층",경기도 파주시 문산읍 선유리 907 1층,10814,37.8622257095,126.786043169,일반세탁업,181100.517497671,484425.383132224,일반세탁업,3,1,1,102,0,0,,,,임대,3,,,0,,N
