사업장명,영업상태,인허가일자,도로명주소,지번주소,우편번호,전화번호,WGS84위도,WGS84경도,인허가취소일자,폐업일자,휴업시작일자,휴업종료일자,업태구분명,X좌표값,Y좌표값,문화체육업종명,문화사업자구분명,총층수,주변환경명,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,총게임기수,제공게임물명,최초등록시점,지역구분명
팡팡노래연습장,영업중,20230120,"경기도 시흥시 능곡번영길 33, 301, 302호 (능곡동)",경기도 시흥시 능곡동 211-1,14999,,37.3694565706,126.8068328533,,,,,,182797.6028155960,429736.6121727130,노래연습장업,유통관련업,,,126.040,,,,,,7,,,,,,,,,,,
팡팡노래연습장,폐업,20041221,"경기도 시흥시 동서로 1109, 안산농협 목감지점 지하1층 (논곡동)",경기도 시흥시 논곡동 160-7 안산농협 목감지점,14984,,37.3879784372,126.8610207842,,20210902,,,,187564.3635334600,431760.8027194520,노래연습장업,유통관련업,,기타,141.750,,,근린생활시설,,,1,,,,,,,,,,,일반주거지역
팡팡노래연습장,폐업,20020704,"경기도 시흥시 호현로 11  (신천동,2층)",경기도 시흥시 신천동 706-10 2층,14904,,37.4419966254,126.7838717102,,20130310,,,,180803.0787322030,437789.8203523510,노래연습장업,유통관련업,5,,132.000,,,근린생활시설,1.00,40.000,6,2,Y,Y,N,Y,N,N,,,,
팡팡노래연습장,폐업,20190925,"경기도 시흥시 은계번영길 21, 은계 유테라스 3층 306호 (은행동)",경기도 시흥시 은행동 646-9 은계 유테라스,14922,,37.4372099101,126.8033937765,,20210202,,,,182530.6484195370,437247.0100066350,노래연습장업,유통관련업,,,113.960,,,,,,6,,,,,Y,,,,,,
팡팡노래연습장,폐업,20111115,"경기도 시흥시 마유로418번길 12, 2층 (정왕동)",경기도 시흥시 정왕동 2327-4,15049,,37.3513937486,126.7422681959,,20131007,,,,177093.5653600250,427737.4806054010,노래연습장업,유통관련업,,,295.560,,,,,,9,,,,,,,,,,,
팡팡코인노래연습장,영업중,20230721,"경기도 시흥시 은계중앙로 250, 301, 302, 303호 (은행동)",경기도 시흥시 은행동 608-3,14923,,37.4461820620,126.8040115137,,,,,,182586.5736219810,438222.3590486310,노래연습장업,유통관련업,,,159.980,,,,,,17,17,,,,Y,,,,,,
포동 노래연습장,영업중,20030416,"경기도 시흥시 신현로38번길 22 (포동,(2층))",경기도 시흥시 포동 13-9 (2층),14957,,37.4075046773,126.7843809470,,,,,,180841.3700446090,433955.5318505360,노래연습장업,유통관련업,,아파트지역,155.790,,,근린생활시설,1.00,,6,1,N,Y,N,Y,N,Y,,,,
포인트 노래연습장,폐업,19991025,경기도 시흥시 군서로28번길 8  (정왕동),경기도 시흥시 정왕동 1201-14,15052,031-433-5942,37.3454812084,126.7494064473,,20081104,,,,177723.9084003010,427078.3658180370,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
풀하우스노래연습장,직권말소,20041021,"경기도 시흥시 호현로22번길 14  (신천동,2층)",경기도 시흥시 신천동 708-4 2층,14910,,37.4412318327,126.7855859636,,20090206,,,,180955.2625206290,437697.7904709390,노래연습장업,유통관련업,,유흥업소밀집지역,104.000,,,근린생활시설,,,,,N,N,N,N,N,N,,,,일반상업지역
풀하우스노래연습장,폐업,20090327,"경기도 시흥시 호현로22번길 14  (신천동,2층)",경기도 시흥시 신천동 708-4 2층,14910,,37.4412318327,126.7855859636,,20150203,,,,180955.2625206290,437697.7904709390,노래연습장업,유통관련업,5,학교정화(상대),128.340,5,,근린생활시설,1.00,50.000,4,,Y,Y,Y,,,,,,,일반상업지역
풍각쟁이노래연습장,영업중,20040120,"경기도 시흥시 하중로 195 (하중동,3층)",경기도 시흥시 하중동 856-3 3층,14976,,37.3942322182,126.8047971830,,,,,,182640.7893362070,432482.9299896480,노래연습장업,유통관련업,,기타,170.280,,,근린생활시설,,,8,,,,,Y,,,,,,준주거지역
프라임 노래연습장,영업중,20020927,"경기도 시흥시 평안상가3길 12  (정왕동,(3층))",경기도 시흥시 정왕동 1627-2 (3층),15062,031-319-0004,37.3369562156,126.7497170651,,,,,,177748.9290908350,426135.0073707980,노래연습장업,유통관련업,4,유흥업소밀집지역,,4,,근린생활시설,,,,,N,N,N,N,N,N,,,,
프라자 노래연습장,폐업,20030128,"경기도 시흥시 수인로 3372  (신천동,(지하1))",경기도 시흥시 신천동 712-9 (지하1),14910,,37.4411251667,126.7843434953,,20080328,,,,180846.3235963690,437687.8502397160,노래연습장업,유통관련업,,유흥업소밀집지역,,,,위험물저장시설,1.00,35.000,,,N,Y,N,N,N,Y,,,,
프라자노래연습장,영업중,20080414,"경기도 시흥시 수인로 3372 (신천동,지1층)",경기도 시흥시 신천동 712-9 지1층,14910,,37.4411251667,126.7843434953,,,,,,180846.3235963690,437687.8502397160,노래연습장업,유통관련업,12,유흥업소밀집지역,158.760,10,2,근린생활시설,1.00,50.000,6,,Y,Y,Y,,Y,Y,,,,일반상업지역
프랜드노래연습장,폐업,20081208,"경기도 시흥시 함송로14번길 5-8  (정왕동,303호)",경기도 시흥시 정왕동 1884-1 303호,15020,,37.3632554908,126.7296705477,,20210128,,,,175981.4292622640,429056.9023145690,노래연습장업,유통관련업,4,유흥업소밀집지역,92.450,4,,근린생활시설,1.00,50.000,2,,Y,Y,Y,N,Y,N,,,,상업지역
피닉스 노래연습장,폐업,19970531,"경기도 시흥시 복지로 105-6, 지하1층 (대야동)",경기도 시흥시 대야동 345-13,14906,031-315-3929,37.4485991697,126.7921183255,,20240329,,,,181534.5728764140,438513.9341021900,노래연습장업,유통관련업,,,104.160,,,근린생활시설,,,6,,N,N,N,,N,N,,,,
피닉스노래연습장,영업중,20020615,"경기도 시흥시 다솜마을2길 4 (정왕동,(2층))",경기도 시흥시 정왕동 1801 (2층),15054,031-431-5694,37.3500382689,126.7403285317,,,,,,176922.4634298900,427591.9382884810,노래연습장업,유통관련업,6,주택가주변,97.110,5,1,근린생활시설,,,1,,N,N,N,,N,N,,,,
피디피 노래연습장,폐업,20051011,"경기도 시흥시 중심상가3길 12  (정왕동,2층)",경기도 시흥시 정왕동 1737-3 2층,15066,,37.3450659475,126.7366303704,,20100611,,,,176589.9272159280,427037.3367677890,노래연습장업,유통관련업,,유흥업소밀집지역,135.000,,,근린생활시설,,,,,N,N,N,N,N,N,,,,중심상업지역
필 노래연습장,폐업,20081106,"경기도 시흥시 신천3길 34  (신천동,2층)",경기도 시흥시 신천동 758-7 2층,14948,,37.4387787237,126.7823763319,,20120215,,,,180670.5817102540,437427.1159387540,노래연습장업,유통관련업,4,주택가주변,90.080,3,1,근린생활시설,2.00,50.000,5,2,Y,Y,Y,Y,Y,N,,,,일반주거지역
필노래연습장,영업중,20130808,"경기도 시흥시 오동마을로6번길 10-1 (정왕동,2층)",경기도 시흥시 정왕동 2320-6 2층,15049,,37.3525164070,126.7416359036,,,,,,177037.9375515730,427862.6605853940,노래연습장업,유통관련업,,,142.800,,,,,,5,,,,,,,,,,,
필노래연습장,영업중,20121128,"경기도 시흥시 신천3길 34 (신천동,2층)",경기도 시흥시 신천동 758-7 2층,14948,,37.4387787237,126.7823763319,,,,,,180670.5817102540,437427.1159387540,노래연습장업,유통관련업,,주택가주변,90.080,,,근린생활시설,,,5,,,,,,,,,,,일반주거지역
하나노래연습장,폐업,20151125,"경기도 시흥시 서울대학로278번길 19-14, 3층 303호 (정왕동)",경기도 시흥시 정왕동 1772-23 303호,15011,,37.3701623935,126.7286625518,,20190520,,,,175894.0792336290,429822.5526877700,노래연습장업,유통관련업,,,201.600,,,,,,10,1,,,,Y,,,,,,
하모니 노래연습장,영업중,19981112,"경기도 시흥시 삼미시장2길 36, B102호 (신천동)",경기도 시흥시 신천동 739-14,14948,031-314-3711,37.4401574151,126.7837988042,,,,,,180799.7664303640,437577.3882841550,노래연습장업,유통관련업,,,162.750,,,근린생활시설,,,5,,N,N,N,,N,Y,,,,
하모니 노래연습장,폐업,20031113,"경기도 시흥시 정왕천로423번길 3  (정왕동,(지하1))",경기도 시흥시 정왕동 1195 (지하1),15052,,37.3452841942,126.7524567022,,20101105,,,,177995.3412927220,427057.1319638980,노래연습장업,유통관련업,,주택가주변,126.040,,,근린생활시설,2.00,40.000,5,,Y,N,N,,N,Y,,,,
하모니노래연습장,영업중,19971226,"경기도 시흥시 군서마을로 30 (정왕동,지층)",경기도 시흥시 정왕동 1213-18 지층,15052,,37.3449163021,126.7484524273,,,,,,177639.7135720420,427016.5448995070,노래연습장업,유통관련업,,,129.000,,,,,,,,N,N,N,,N,N,,,,
하모니노래연습장,영업중,20101201,"경기도 시흥시 정왕천로423번길 3 (정왕동,지하1층)",경기도 시흥시 정왕동 1195 지하1층,15052,,37.3452841942,126.7524567022,,,,,,177995.3412927220,427057.1319638980,노래연습장업,유통관련업,5,주택가주변,126.040,4,1,근린생활시설,1.00,40.000,5,,Y,Y,,,,,,,,일반주거지역
하우젠 노래연습장,폐업,20040119,"경기도 시흥시 옥구상가2길 10-1  (정왕동,3층)",경기도 시흥시 정왕동 1859-2 3층,15040,,37.3533722539,126.7235049568,,20061013,,,,175430.6521178630,427962.6450651820,노래연습장업,유통관련업,,유흥업소밀집지역,,,,근린생활시설,,,,,N,N,N,N,N,N,,,,일반상업지역
하중노래연습장,영업중,20131113,"경기도 시흥시 하중로 130-1, 1층호 (하중동)",경기도 시흥시 하중동 829-3 1층호,14975,,37.3988479390,126.8003370123,,,,,,182250.2935672830,432991.4230705580,노래연습장업,유통관련업,,,63.200,,,,,,4,4,,,,Y,,,,,,
한울노래연습장,폐업,20160309,"경기도 시흥시 배곧3로 80, 7층 703호 (정왕동, 센터프라자)",경기도 시흥시 정왕동 1772-23 7층 703호,15011,,37.3705347264,126.7290879019,,20200604,,,,175930.2890050030,429864.6127945220,노래연습장업,유통관련업,,,265.020,,,,,,14,8,,Y,,Y,,,,,,
핫 노래연습장,영업중,20020507,"경기도 시흥시 옥구상가3길 15-9 (정왕동,(4층))",경기도 시흥시 정왕동 1859-7 (4층),15040,031-319-0656,37.3529882921,126.7226846608,,,,,,175361.4797285640,427921.4595339160,노래연습장업,유통관련업,,유흥업소밀집지역,95.260,,,근린생활시설,,,2,,N,N,N,,N,N,,,,
항구카리브노래연습장,영업중,19980807,"경기도 시흥시 월곶중앙로 59, 월곶프라자 4층 (월곶동)",경기도 시흥시 월곶동 1014-3 월곶프라자,14963,,37.3885516352,126.7386183971,,,,,,176782.5193722570,431860.9012501680,노래연습장업,유통관련업,,,154.020,,,,,,6,,N,N,N,,N,N,,,,
해변 노래연습장,폐업,19980203,경기도 시흥시 월곶중앙로46번길 25  (월곶동),경기도 시흥시 월곶동 1004-3,14966,031-315-2673,37.3903726104,126.7414580527,,20050104,,,,177034.4634686930,432062.5813945080,노래연습장업,유통관련업,,,,,,근린생활시설,,,,,N,N,N,N,N,N,,,,
해변 노래연습장,폐업,19980817,"경기도 시흥시 오이도로 207-1  (정왕동,(2층))",경기도 시흥시 정왕동 2031-22 (2층),15015,031-433-6064,37.3423906743,126.6868481083,,20120711,,,,172181.1761670940,426753.3952870090,노래연습장업,유통관련업,,,136.740,,,,,,,,N,N,N,N,N,N,,,,
해변노래연습장,폐업,20050809,"경기도 시흥시 월곶중앙로46번길 25  (월곶동,지층)",경기도 시흥시 월곶동 1004-3 지층,14966,,37.3903726104,126.7414580527,,20090416,,,,177034.4634686930,432062.5813945080,노래연습장업,유통관련업,,기타,90.000,,,근린생활시설,1.00,50.000,6,,N,N,N,,N,N,,,,일반상업지역
행복 노래연습장,영업중,19990428,"경기도 시흥시 동서로 1095 (조남동,지하1층)",경기도 시흥시 조남동 산 6-10 지하1층,14984,031-403-9620,37.3866401971,126.8602414044,,,,,,187550.8869044470,431628.3467101700,노래연습장업,유통관련업,,,115.920,,,,,,5,2,N,N,N,,N,N,,,,
허브 노래연습장,폐업,20010307,경기도 시흥시 복지로 96 (대야동),경기도 시흥시 대야동 568-2,14908,,37.4472633410,126.7918143639,,20230728,,,,181510.0017214310,438365.4790979050,노래연습장업,유통관련업,,주택가주변,,,,근린생활시설,,,1,,N,N,N,,N,N,,,,
헤라노래연습장,영업중,20021220,"경기도 시흥시 중심상가로 323 (정왕동,(2층))",경기도 시흥시 정왕동 1625-6 (2층),15062,031-432-4565,37.3371634306,126.7482813314,,,,,,177626.1970354360,426155.3826512130,노래연습장업,유통관련업,4,유흥업소밀집지역,113.220,4,,근린생활시설,,,4,,N,N,N,,N,N,,,,
현 노래연습장,폐업,20030303,"경기도 시흥시 중심상가로 155, 201호 (정왕동,2층)",경기도 시흥시 정왕동 1728-17 2층 201호,15036,,37.3464056067,126.7333200886,,20180323,,,,176303.4654456920,427184.8767446420,노래연습장업,유통관련업,,유흥업소밀집지역,108.320,,,근린생활시설,,,4,1,N,Y,N,Y,N,N,,,,중심상업지역
호박 노래연습장,영업중,20020629,경기도 시흥시 옥구상가3길 7-5  (정왕동),경기도 시흥시 정왕동 1860-5,15040,,37.3528082094,126.7240866123,,,,,,175481.8991790820,427899.9213081640,노래연습장업,유통관련업,,,85.250,,,근린생활시설,,,,,N,N,N,N,N,N,,,,
호박2 노래연습장,폐업,20030214,경기도 시흥시 서촌상가2길 30  (정왕동),경기도 시흥시 정왕동 1731-8,15036,,37.3458941377,126.7322866041,,20060822,,,,176204.7151776060,427131.5804688730,노래연습장업,유통관련업,,유흥업소밀집지역,,,,,,,,,N,Y,N,N,N,Y,,,,
호박3노래연습장,영업중,20031126,"경기도 시흥시 연성로13번길 3 (하중동,(3층))",경기도 시흥시 하중동 875-1 (3층),14976,,37.3904462900,126.8047643660,,,,,,182638.0977706380,432067.3052026980,노래연습장업,유통관련업,,아파트지역,179.160,,,근린생활시설,1.00,40.000,5,,N,Y,Y,,Y,Y,,,,
홈런 노래연습장,폐업,20030619,"경기도 시흥시 중심상가3길 30, 201호 (정왕동)",경기도 시흥시 정왕동 1742-8 201호,15066,,37.3438957484,126.7354793716,,20160929,,,,176490.3041202690,426909.4017628860,노래연습장업,유통관련업,,유흥업소밀집지역,129.810,,,근린생활시설,1.00,30.000,3,,N,Y,Y,,N,Y,,,,
홍콩 노래연습장,폐업,19990428,"경기도 시흥시 중심상가로 159 (정왕동,에이스프라자 303호)",경기도 시흥시 정왕동 1728-18 에이스프라자 303호,15036,,37.3462631529,126.7335924997,,20171011,,,,176324.9017654160,427171.1444039430,노래연습장업,유통관련업,,유흥업소밀집지역,100.880,,,근린생활시설,,,3,,N,N,N,,N,N,,,,중심상업지역
홍콩노래연습장,영업중,20041210,"경기도 시흥시 군서로 7-1 (정왕동,지층)",경기도 시흥시 정왕동 1215 지층,15052,,37.3439013398,126.7504382526,,,,,,177814.7271740180,426904.0010209500,노래연습장업,유통관련업,,기타,119.880,,,근린생활시설,,,6,,N,N,N,,N,N,,,,일반주거지역
환상 노래연습장,폐업,19990323,"경기도 시흥시 월곶중앙로14번길 100  (월곶동,2층)",경기도 시흥시 월곶동 991-22 2층,14968,031-318-7334,37.3944700021,126.7394623217,,20141027,,,,176858.0316726060,432518.9355161490,노래연습장업,유통관련업,,,108.220,,,,,,,,N,N,N,,N,N,,,,
환상노래연습장,직권말소,20100625,"경기도 시흥시 중심상가로 50 (정왕동,2층)",경기도 시흥시 정왕동 1855-15 2층,15040,,37.3519840200,126.7234853835,,20230510,,,,175430.2326676210,427807.1183030460,노래연습장업,유통관련업,3,유흥업소밀집지역,90.100,3,,근린생활시설,1.00,40.000,2,,Y,Y,,,,,,,,상업지역
환상노래연습장,폐업,19980819,"경기도 시흥시 오이도로 157-1  (정왕동,3층)",경기도 시흥시 정왕동 2003-29 3층,15015,,37.3467102046,126.6884498872,,20121205,,,,172322.9113380240,427232.0480631280,노래연습장업,유통관련업,,,119.020,,,,,,,,N,N,N,,N,N,,,,
황궁 노래연습장,폐업,20051208,"경기도 시흥시 옥구상가3길 15-6  (정왕동,2층)",경기도 시흥시 정왕동 1858-3 2층,15040,,37.3534770743,126.7229957738,,20061023,,,,175388.7958950610,427972.4350370010,노래연습장업,유통관련업,,유흥업소밀집지역,64.000,,,근린생활시설,,,,,N,N,N,N,N,N,,,,중심상업지역
황궁노래연습장,영업중,20141126,"경기도 시흥시 정왕천로411번길 46, 지하층 (정왕동)",경기도 시흥시 정왕동 1185-7,15052,,37.3469407392,126.7478790281,,,,,,177590.2330400540,427240.6731145070,노래연습장업,유통관련업,,,117.660,,,근린생활시설,,,5,,Y,Y,,,,,,,,일반주거지역
황궁노래연습장,폐업,20091118,"경기도 시흥시 은행로167번길 12 (대야동,5층501호(일부),502호전체)","경기도 시흥시 대야동 575-2 5층501호(일부),502호전체",14914,,37.4451691850,126.7973509441,,20240329,,,,181996.4870137550,438132.2730519540,노래연습장업,유통관련업,6,유흥업소밀집지역,188.210,5,1,근린생활시설,1.00,50.000,7,,Y,Y,,,,,,,,일반상업지역
황실 노래연습장,폐업,20030612,"경기도 시흥시 서촌상가2길 16  (정왕동,(202호))",경기도 시흥시 정왕동 1728-5 (202호),15036,,37.3467648864,126.7331245022,,20061018,,,,176279.6647259490,427227.8967397840,노래연습장업,유통관련업,,유흥업소밀집지역,,,,근린생활시설,1.00,35.000,2,,N,Y,N,N,N,Y,,,,
황제 노래연습장,폐업,20021220,"경기도 시흥시 중심상가로 316  (정왕동,(3층))",경기도 시흥시 정왕동 1782-4 (3층),15062,031-496-9969,37.3372747882,126.7473658308,,20070123,,,,177538.4307923460,426165.8093245800,노래연습장업,유통관련업,4,유흥업소밀집지역,,4,,근린생활시설,,,,,N,N,N,N,N,N,,,,
황제노래연습장,영업중,19990818,"경기도 시흥시 호현로 39-2 (신천동,외 1필지 지하1층(일부))",경기도 시흥시 신천동 704-15 외 1필지 지하1층(일부),14904,,37.4440494999,126.7849939315,,,,,,180894.2293533020,438010.4451934940,노래연습장업,유통관련업,5,주택가주변,131.610,4,1,근린생활시설,1.00,40.000,6,2,Y,Y,N,Y,N,N,,,,일반주거지역
